kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;catalogusprijs;maximum_ondersteunende_snelheid;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;laadvermogen;aanhangwagen_middenas_geremd;aanhangwagen_autonoom_geremd;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;subcategorie_nederland
63XZLZ;Personenauto;TOYOTA;TOYOTA AYGO;20221223;20170531;1011;hatchback;4;BLAUW;Niet geregistreerd;3;998;775;1180;875;;;20071201;20071201;Geen verstrekking in Open Data;Ja;2;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1180;;e11*2001/116*0236*04;KGB10(G);KGB10L-AGMRKW(1E);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Nee;2022-12-23T00:00:00.000;2017-05-31T00:00:00.000;2007-12-01T00:00:00.000;2007-12-01T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10360;;;;;;;;;;;;;;;
58SGTG;Personenauto;TOYOTA;TOYOTA YARIS VERSO;20230117;20210812;4035;stationwagen;5;GRIJS;Niet geregistreerd;4;1299;980;1530;1080;400;900;20060102;20060102;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1530;;e6*2001/116*0066*05;NCP20(H);NCP20L-CHMGKW(1F);0;0.06;250;Nee;Nee;Nee;2430;0;2021;Logisch;00;Ja;2023-01-17T00:00:00.000;2021-08-12T00:00:00.000;2006-01-02T00:00:00.000;2006-01-02T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;18715;;;;;;;;;;;;;;;
4TRD17;Personenauto;TOYOTA;TOYOTA AYGO;20221222;20140724;453;hatchback;4;GRIJS;Niet geregistreerd;3;998;805;1190;905;;;20130307;20140724;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*09;KGB10(H);KGB10L-AHMGKW(3K);0;0.06;234;Nee;Nee;Nee;0;0;2021;Geen oordeel;05;Ja;2022-12-22T00:00:00.000;2014-07-24T00:00:00.000;2013-03-07T00:00:00.000;2014-07-24T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10571;;0;;;;;;;;;;;;;
32THP4;Personenauto;TOYOTA;TOYOTA AYGO;20230224;20180201;;hatchback;4;GRIJS;Niet geregistreerd;3;998;815;1190;915;;;20120202;20120202;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*08;KGB10(H);KGB10L-AHGGKW(1J);0;0.05;234;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-02-24T00:00:00.000;2018-02-01T00:00:00.000;2012-02-02T00:00:00.000;2012-02-02T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12155;;;;;;;;;;;;;;;
07LVDD;Personenauto;TOYOTA;TOYOTA YARIS;20230225;20130608;3955;hatchback;5;ZWART;Niet geregistreerd;4;1497;925;1400;1025;400;900;20030611;20030611;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1400;;e6*98/14*0064*08;NCP13(G);NCP13L-AGMVKW(2J);0;0.08;237;Nee;Nee;Nee;2300;0;2022;Logisch;00;Ja;2023-02-25T00:00:00.000;2013-06-08T00:00:00.000;2003-06-11T00:00:00.000;2003-06-11T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
92SJLK;Personenauto;TOYOTA;TOYOTA AYGO;20221222;20210608;2294;hatchback;4;GRIJS;Niet geregistreerd;3;998;805;1190;905;;;20060217;20060217;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;;e11*2001/116*0236*01;KGB10(H);KGB10L-AHMGKW(1B);0;0.06;234;Nee;Ja;Nee;0;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2021-06-08T00:00:00.000;2006-02-17T00:00:00.000;2006-02-17T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12390;;;;;;;;;;;;;;;
19GGH9;Personenauto;TOYOTA;TOYOTA YARIS;20230122;20210708;3650;MPV;5;ZWART;Niet geregistreerd;4;1298;995;1480;1095;547;900;20080618;20080618;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;XP9F(A);e11*2001/116*0249*01;SCP90(H);SCP90L-CHMGKW(1B);1;0.06;246;Nee;Nee;Nee;2380;0;2021;Logisch;00;Ja;2023-01-22T00:00:00.000;2021-07-08T00:00:00.000;2008-06-18T00:00:00.000;2008-06-18T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;17976;;;;;;;;;;;;;;;
V465NX;Bedrijfsauto;TOYOTA;PROACE;20221220;20211221;10977;gesloten opbouw;2;N.v.t.;N.v.t.;4;1997;1664;3000;1764;750;;20180608;20180608;Geen verstrekking in Open Data;Ja;0;4;0;0;0;192;N1;;3000;V;e2*2007/46*0538*04;F;AHHW-A2B01E(1E);0;0.07;328;Nee;Nee;Nee;4600;0;2021;Logisch;00;Ja;2022-12-20T00:00:00.000;2021-12-21T00:00:00.000;2018-06-08T00:00:00.000;2018-06-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;45335;0;;;;1336;2200;;;;;;;;;
09TLJL;Personenauto;TOYOTA;TOYOTA AVENSIS;20230107;20200108;9130;sedan;5;BLAUW;Niet geregistreerd;4;2362;1360;1905;1460;500;1400;20061123;20061123;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1905;;e11*2001/116*0196*07;AZT251(E);AZT251L-AEAEHW(1H);0;0.08;270;Nee;Nee;Nee;3305;0;2021;Logisch;00;Ja;2023-01-07T00:00:00.000;2020-01-08T00:00:00.000;2006-11-23T00:00:00.000;2006-11-23T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;36155;;;;;;;;;;;;;;;
26JHJF;Personenauto;TOYOTA;TOYOTA YARIS;20230209;20220211;2723;hatchback;5;GRIJS;Niet geregistreerd;4;1299;860;1350;960;400;900;20020411;20020411;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1350;;e6*98/14*0064*06;NCP10(G);NCP10L-AGMNKW(1G);0;0.07;237;Nee;Nee;Nee;2250;0;2022;Logisch;00;Ja;2023-02-09T00:00:00.000;2022-02-11T00:00:00.000;2002-04-11T00:00:00.000;2002-04-11T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
JT229D;Personenauto;TOYOTA;TOYOTA AYGO;20231214;20211221;1270;hatchback;4;WIT;Niet geregistreerd;3;998;830;1240;930;;;20160610;20160610;Geen verstrekking in Open Data;Ja;4;4;0;0;346;0;M1;onder r. voorzitting;1240;AB1;e11*2001/116*0236*12;KGB40(H);KGB40L-AHMGKW(1N);0;0.05;234;Nee;Nee;Nee;1240;0;2021;Logisch;00;Ja;2023-12-14T00:00:00.000;2021-12-21T00:00:00.000;2016-06-10T00:00:00.000;2016-06-10T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13685;;;;;;;;;;;;;;;
90NSNV;Personenauto;TOYOTA;YARIS;20221222;20191220;2677;hatchback;5;GRIJS;Niet geregistreerd;4;1298;870;1385;970;400;900;20040206;20040206;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;1385;;e2*2001/116*0248*05;SCP12(G);SCP12L-CGMRKW(1F);0;0.07;237;Nee;Nee;Nee;2285;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2019-12-20T00:00:00.000;2004-02-06T00:00:00.000;2004-02-06T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
06SXBH;Personenauto;TOYOTA;TOYOTA YARIS;20230222;20160224;3685;hatchback;5;GRIJS;Niet geregistreerd;4;1298;1000;1480;1100;550;750;20060526;20060526;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;;e11*2001/116*0249*00;SCP90(H);SCP90L-CHGGKW(1A);0;0.06;246;Nee;Ja;Nee;2230;0;2021;Logisch;00;Ja;2023-02-22T00:00:00.000;2016-02-24T00:00:00.000;2006-05-26T00:00:00.000;2006-05-26T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;17441;;0;;;;;;;;;;;;;
ZF270G;Personenauto;TOYOTA;TOYOTA RAV4;20221223;20210130;9198;MPV;5;GRIJS;Niet geregistreerd;4;1987;1495;2110;1595;750;1500;20131223;20190503;Geen verstrekking in Open Data;Ja;4;4;0;0;457;0;M1;;2110;XA3(A);e6*2001/116*0105*09;ZSA44(N);ZSA44L-ANXGPW(3K);0;0.07;266;Nee;Nee;Nee;3610;0;2021;Geen oordeel;05;Ja;2022-12-23T00:00:00.000;2021-01-30T00:00:00.000;2013-12-23T00:00:00.000;2019-05-03T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;44789;;;;;;;;;;;;;;;
04SZJ4;Personenauto;TOYOTA;TOYOTA YARIS;20230110;20210123;;MPV;5;BLAUW;Niet geregistreerd;3;998;955;1430;1055;527;750;20120110;20120110;Geen verstrekking in Open Data;Ja;4;4;0;0;389;0;M1;r. voorzitting;1430;XP13M(A);e11*2007/46*0152*01;KSP13F(MH);KSP130L-CHMNKW(2B);0;0.05;251;Nee;Nee;Nee;2180;0;2021;Logisch;00;Ja;2023-01-10T00:00:00.000;2021-01-23T00:00:00.000;2012-01-10T00:00:00.000;2012-01-10T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13353;0;;;;;;;;;;;;;;
3TVV52;Personenauto;TOYOTA;TOYOTA RAV4;20230114;20150116;5311;MPV;5;GRIJS;Niet geregistreerd;4;1987;1480;2110;1580;750;1500;20090903;20150116;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2110;XA3(A);e6*2001/116*0105*04;ZSA30(W);ZSA30L-AWXGPW(2E);0;0.07;256;Nee;Nee;Nee;3610;0;2021;Geen oordeel;05;Ja;2023-01-14T00:00:00.000;2015-01-16T00:00:00.000;2009-09-03T00:00:00.000;2015-01-16T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;;;;;;;;;;
11KSB4;Personenauto;TOYOTA;TOYOTA YARIS;20230124;20100203;1605;MPV;5;ZWART;Niet geregistreerd;4;1329;1025;1480;1125;550;900;20100203;20100203;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHFGKW(3E);1;0.07;246;Nee;Nee;Nee;2380;0;2021;Logisch;00;Ja;2023-01-24T00:00:00.000;2010-02-03T00:00:00.000;2010-02-03T00:00:00.000;2010-02-03T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;15950;;;;;;;;;;;;;;;
16FKXK;Personenauto;TOYOTA;TOYOTA YARIS VERSO;20230108;20191209;3385;stationwagen;5;GROEN;Niet geregistreerd;4;1299;965;1510;1065;400;900;20000421;20000421;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1510;;e6*98/14*0066*00;NCP20(H);NCP20L-CHPNKW(2A);0;0.06;250;Nee;Nee;Nee;2410;0;2021;Logisch;00;Ja;2023-01-08T00:00:00.000;2019-12-09T00:00:00.000;2000-04-21T00:00:00.000;2000-04-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0;;;;;;;;;;;;;;
43PTGN;Personenauto;TOYOTA;YARIS;20230103;20210601;2686;hatchback;5;BLAUW;Niet geregistreerd;4;998;865;1370;965;400;650;20041201;20041201;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;1370;;e2*2001/116*0248*06;SCP10(H);SCP10L-CHMRKW(1G);0;0.05;237;Nee;Nee;Nee;2020;0;2021;Geen oordeel;07;Ja;2023-01-03T00:00:00.000;2021-06-01T00:00:00.000;2004-12-01T00:00:00.000;2004-12-01T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
52ZSX3;Personenauto;TOYOTA;TOYOTA YARIS HYBRID;20230220;20150116;;MPV;5;GRIJS;Niet geregistreerd;4;1497;1060;1565;1160;;;20130220;20130220;Geen verstrekking in Open Data;Ja;4;4;0;0;391;0;M1;r. voorzitting;1565;XP13M(A);e11*2007/46*0152*02;NHP13(MH);NHP130L-CHXNBW(1C);0;0.01;251;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-02-20T00:00:00.000;2015-01-16T00:00:00.000;2013-02-20T00:00:00.000;2013-02-20T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20165;;;;;;;;;;;;;;;
09DTRT;Personenauto;TOYOTA;TOYOTA YARIS;20230130;20170724;2755;hatchback;5;BLAUW;Niet geregistreerd;4;998;825;1335;925;400;650;20000106;20000106;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1335;;e6*98/14*0064*02;SCP10(G);SCP10L-AGMGKW(1C);1;0.05;237;Nee;Nee;Nee;1985;0;2021;Logisch;00;Ja;2023-01-30T00:00:00.000;2017-07-24T00:00:00.000;2000-01-06T00:00:00.000;2000-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
24NVT6;Personenauto;TOYOTA;TOYOTA AVENSIS;20230128;20111209;6222;MPV;5;BLAUW;Niet geregistreerd;4;1798;1405;2020;1505;500;1600;20110128;20110128;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2020;T27;e11*2001/116*0331*04;ZRT271(W);ZRT271L-AWXEPW(2E);0;0.07;270;Nee;Nee;Nee;3620;0;2021;Logisch;00;Ja;2023-01-28T00:00:00.000;2011-12-09T00:00:00.000;2011-01-28T00:00:00.000;2011-01-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;31751;0;;;;;;;;;;;;;;
L606SK;Personenauto;TOYOTA;TOYOTA RAV4;20240325;20220331;3752;MPV;5;GRIJS;Niet geregistreerd;4;2494;1600;2205;1700;750;800;20160526;20220331;Geen verstrekking in Open Data;Ja;4;4;0;0;461;185;M1;;2205;XA4(EU,M);e6*2007/46*0166*01;AVA42(N);AVA42L-ANXMBW(5R);0;0.01;266;Nee;Nee;Nee;3005;0;2022;Geen oordeel;05;Ja;2024-03-25T00:00:00.000;2022-03-31T00:00:00.000;2016-05-26T00:00:00.000;2022-03-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;42536;0;;180;;;;;;;;;;;;
RP826S;Personenauto;TOYOTA;TOYOTA AYGO;20240223;20200818;1297;hatchback;4;WIT;Niet geregistreerd;3;998;830;1240;930;;;20180223;20180223;Geen verstrekking in Open Data;Ja;4;4;0;0;346;0;M1;r. voorste dwarsbalk;1240;AB1;e11*2001/116*0236*13;KGB40(H);KGB40L-AHMGKW(1P);0;0.05;234;Nee;Nee;Nee;1240;0;2022;Logisch;00;Ja;2024-02-23T00:00:00.000;2020-08-18T00:00:00.000;2018-02-23T00:00:00.000;2018-02-23T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13255;0;;;;;;;;;;;;;;
98HLRL;Personenauto;TOYOTA;TOYOTA YARIS;20221227;20180622;2745;hatchback;5;ZWART;Niet geregistreerd;4;1299;870;1350;970;400;900;20010907;20010907;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1350;;e6*98/14*0064*05;NCP10(H);NCP10L-AHMNKW(1F);1;0.06;237;Nee;Nee;Nee;2250;0;2021;Logisch;00;Ja;2022-12-27T00:00:00.000;2018-06-22T00:00:00.000;2001-09-07T00:00:00.000;2001-09-07T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
XD983T;Personenauto;TOYOTA;TOYOTA AYGO;20221220;20181220;1321;hatchback;4;WIT;Niet geregistreerd;3;998;815;1240;915;;;20181220;20181220;Geen verstrekking in Open Data;Ja;4;4;0;0;347;0;M1;;1240;AB1;e11*2001/116*0236*14;KGB40(H);KGB40L-AHMRKW(2Q);0;0.06;234;Nee;Nee;Nee;1240;0;2022;Logisch;00;Ja;2022-12-20T00:00:00.000;2018-12-20T00:00:00.000;2018-12-20T00:00:00.000;2018-12-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12755;0;;;;;;;;;;;;;;
38SFDB;Personenauto;TOYOTA;TOYOTA COROLLA;20230109;20171030;4531;hatchback;5;ZWART;Niet geregistreerd;4;1598;1135;1655;1235;450;1300;20051126;20051126;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden op schutbord onder motorkap;1655;;e11*2001/116*0180*04;ZZE121(H);ZZE121L-AHMNKW(1E);0;0.07;260;Nee;Nee;Nee;2955;0;2021;Logisch;00;Ja;2023-01-09T00:00:00.000;2017-10-30T00:00:00.000;2005-11-26T00:00:00.000;2005-11-26T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20515;;;;;;;;;;;;;;;
33PKL1;Personenauto;TOYOTA;TOYOTA AVENSIS;20230223;20150611;5643;sedan;5;GRIJS;Niet geregistreerd;4;1798;1350;2000;1450;500;1500;20110210;20110210;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2000;T27;e11*2001/116*0331*04;ZRT271(E);ZRT271L-AEFEPW(2E);0;0.07;270;Nee;Nee;Nee;3500;0;2022;Logisch;00;Ja;2023-02-23T00:00:00.000;2015-06-11T00:00:00.000;2011-02-10T00:00:00.000;2011-02-10T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;29341;0;;;;;;;;;;;;;;
64LGTK;Personenauto;TOYOTA;TOYOTA RAV4;20230110;20111020;7745;stationwagen;5;ZWART;Niet geregistreerd;4;1998;1250;1825;1350;640;1500;20030103;20030103;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1825;;e6*98/14*0070*02;ACA21(W);ACA21L-AWMNKW(2C);0;0.08;249;Nee;Nee;Nee;3325;0;2021;Logisch;00;Ja;2023-01-10T00:00:00.000;2011-10-20T00:00:00.000;2003-01-03T00:00:00.000;2003-01-03T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
32XPH8;Personenauto;TOYOTA;TOYOTA PRIUS PLUS;20230331;20160311;;MPV;7;BLAUW;Niet geregistreerd;4;1798;1470;2115;1570;;;20120716;20120716;Geen verstrekking in Open Data;Ja;4;4;0;0;462;0;M1;r. voorzitting;2115;XW4(A);e11*2007/46*0157*00;ZVW40(W);ZVW40L-AWXEBW(1A);0;0.01;278;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-31T00:00:00.000;2016-03-11T00:00:00.000;2012-07-16T00:00:00.000;2012-07-16T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;33350;;;;;;;;;;;;;;;
