kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;catalogusprijs;maximum_ondersteunende_snelheid;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;laadvermogen;aanhangwagen_middenas_geremd;aanhangwagen_autonoom_geremd;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;subcategorie_nederland
15GPVT;Personenauto;TOYOTA;TOYOTA YARIS;20230313;20180903;3069;hatchback;5;GRIJS;Niet geregistreerd;4;1299;890;1360;990;400;900;20010212;20010212;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1360;;e6*98/14*0064*04;NCP10(G);NCP10L-AGPGKW(1E);1;0.06;237;Nee;Nee;Nee;2260;0;2022;Logisch;00;Ja;2023-03-13T00:00:00.000;2018-09-03T00:00:00.000;2001-02-12T00:00:00.000;2001-02-12T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
78HSRD;Personenauto;TOYOTA;TOYOTA RAV4;20230222;20150616;5972;stationwagen;4;BLAUW;Niet geregistreerd;4;1794;1100;1595;1200;500;1000;20011108;20011108;Geen verstrekking in Open Data;Ja;3;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1595;;e6*98/14*0070*01;ZCA25(Z);ZCA25L-AZMNKW(1B);1;0.08;228;Nee;Nee;Nee;2595;0;2022;Logisch;00;Ja;2023-02-22T00:00:00.000;2015-06-16T00:00:00.000;2001-11-08T00:00:00.000;2001-11-08T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
XD774X;Personenauto;TOYOTA;TOYOTA C-HR;20221213;20181213;1321;hatchback;5;GRIJS;Niet geregistreerd;4;1798;1395;1860;1495;725;725;20181213;20181213;Geen verstrekking in Open Data;Ja;4;4;0;0;436;0;M1;;1860;AX1T(EU,M);e11*2007/46*3641*01;ZYX10(H);ZYX10L-AHXGBW(1B);0;0.05;264;Nee;Nee;Nee;2585;0;2022;Logisch;00;Ja;2022-12-13T00:00:00.000;2018-12-13T00:00:00.000;2018-12-13T00:00:00.000;2018-12-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;34970;0;;;;;;;;;;;;;;
KX721V;Personenauto;TOYOTA;TOYOTA AYGO;20221223;20161223;1270;hatchback;4;BLAUW;Niet geregistreerd;3;998;830;1240;930;;;20161223;20161223;Geen verstrekking in Open Data;Ja;4;4;0;0;346;0;M1;onder r. voorzitting;1240;AB1;e11*2001/116*0236*13;KGB40(H);KGB40L-AHMGKW(1P);0;0.05;234;Nee;Nee;Nee;1240;0;2020;Logisch;00;Ja;2022-12-23T00:00:00.000;2016-12-23T00:00:00.000;2016-12-23T00:00:00.000;2016-12-23T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;14135;0;;;;;;;;;;;;;;
95PVFD;Personenauto;TOYOTA;TOYOTA COROLLA VERSO;20220826;20220331;5745;stationwagen;5;GRIJS;Niet geregistreerd;4;1598;1330;2035;1430;450;1200;20050112;20050112;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2035;;e11*2001/116*0222*01;ZNR10(W);ZNR10L-GWMEKW(1B);0;0.06;275;Ja;Nee;Nee;3235;0;2022;Logisch;00;Nee;2022-08-26T00:00:00.000;2022-03-31T00:00:00.000;2005-01-12T00:00:00.000;2005-01-12T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
TBFJ74;Personenauto;TOYOTA;STARLET;20221017;20211223;2145;hatchback;;ZWART;Niet geregistreerd;4;;805;1345;905;400;900;19980313;19980313;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1345;;e6*93/81*0020*00;EP91(G);EP91L-AGMNKW(2);1;0;230;Nee;Nee;Nee;2245;0;2021;Logisch;00;Ja;2022-10-17T00:00:00.000;2021-12-23T00:00:00.000;1998-03-13T00:00:00.000;1998-03-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
VT324K;Bedrijfsauto;TOYOTA;PROACE;20230222;20160217;8097;gesloten opbouw;3;N.v.t.;N.v.t.;4;1560;1655;2880;1755;750;;20160217;20160217;Geen verstrekking in Open Data;Ja;3;4;0;0;0;190;N1;in motorruimte a.;2880;X;e2*2007/46*0388*05;U9HM;MDX931L-LPMSGW(1F);0;0.04;312;Nee;Nee;Nee;4333;0;2021;Logisch;00;Ja;2023-02-22T00:00:00.000;2016-02-17T00:00:00.000;2016-02-17T00:00:00.000;2016-02-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;33211;0;;;;1225;1453;;;;;;;;;
10TNVD;Personenauto;TOYOTA;TOYOTA AYGO;20230209;20211223;1790;hatchback;4;ZWART;Niet geregistreerd;3;998;815;1190;915;;;20070103;20070103;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;;e11*2001/116*0236*03;KGB10(H);KGB10L-AHGGKW(1D);0;0.05;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-02-09T00:00:00.000;2021-12-23T00:00:00.000;2007-01-03T00:00:00.000;2007-01-03T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13190;;;;;;;;;;;;;;;
23KKJ5;Personenauto;TOYOTA;TOYOTA PRIUS;20230207;20200713;;hatchback;5;GRIJS;Niet geregistreerd;4;1798;1345;1805;1445;;;20100115;20100115;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;0;270;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-02-07T00:00:00.000;2020-07-13T00:00:00.000;2010-01-15T00:00:00.000;2010-01-15T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;29080;0;;;;;;;;;;;;;;
5ZHT06;Personenauto;TOYOTA;TOYOTA AVENSIS;20221230;20141223;5341;MPV;5;ZWART;Niet geregistreerd;4;1798;1385;2000;1485;500;1500;20101110;20141223;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2000;T27;e11*2001/116*0331*02;ZRT271(W);ZRT271R-AWFEPW(1C);0;0.07;270;Nee;Ja;Nee;3500;0;2021;Geen oordeel;05;Ja;2022-12-30T00:00:00.000;2014-12-23T00:00:00.000;2010-11-10T00:00:00.000;2014-12-23T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;27489;;0;;;;;;;;;;;;;
32LLJD;Personenauto;TOYOTA;YARIS;20230309;20130412;2177;hatchback;5;BLAUW;Niet geregistreerd;4;998;855;1350;955;400;650;20030222;20030222;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;1350;;e2*98/14*0248*03;SCP10(H);SCP10L-CHMRKW(1D);0;0.05;237;Nee;Ja;Nee;2000;0;2022;Logisch;00;Ja;2023-03-09T00:00:00.000;2013-04-12T00:00:00.000;2003-02-22T00:00:00.000;2003-02-22T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
96XBK7;Personenauto;TOYOTA;TOYOTA AYGO;20230307;20120510;;hatchback;4;ORANJE;Niet geregistreerd;3;998;815;1190;915;;;20120510;20120510;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*09;KGB10(H);KGB10L-AHGGKW(1K);0;0.05;234;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-07T00:00:00.000;2012-05-10T00:00:00.000;2012-05-10T00:00:00.000;2012-05-10T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11920;;;;;;;;;;;;;;;
RP563D;Personenauto;TOYOTA;TOYOTA AURIS;20231228;20200606;901;MPV;5;WIT;Niet geregistreerd;4;1798;1310;1865;1410;345;345;20171228;20171228;Geen verstrekking in Open Data;Ja;4;4;0;0;460;0;M1;r. voorste dwarsbalk;1865;HE15U(A);e11*2007/46*0018*11;ZWE186(W);ZWE186L-DWXSBW(7W);0;0.05;260;Nee;Nee;Nee;2210;0;2021;Logisch;00;Ja;2023-12-28T00:00:00.000;2020-06-06T00:00:00.000;2017-12-28T00:00:00.000;2017-12-28T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;30265;0;;;;;;;;;;;;;;
XZ574G;Personenauto;TOYOTA;TOYOTA YARIS HYBRID;20230418;20190418;1282;MPV;5;GRIJS;Niet geregistreerd;4;1497;1050;1565;1150;;;20190418;20190418;Geen verstrekking in Open Data;Ja;4;4;0;0;395;0;M1;;1565;XP13M(A);e6*2007/46*0344*00;NHP13(MH);NHP130L-CHXNBW(1Q);0;0.05;251;Nee;Nee;Nee;1565;0;2021;Logisch;00;Ja;2023-04-18T00:00:00.000;2019-04-18T00:00:00.000;2019-04-18T00:00:00.000;2019-04-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;22810;0;;;;;;;;;;;;;;
KT777X;Personenauto;TOYOTA;TOYOTA YARIS HYBRID;20220805;20161209;;MPV;5;ROOD;Niet geregistreerd;4;1497;1060;1565;1160;;;20140805;20161209;Geen verstrekking in Open Data;Ja;4;4;0;0;391;0;M1;r. voorzitting;1565;XP13M(A);e11*2007/46*0152*06;NHP13(MH);NHP130L-CHXNBW(1G);0;0.01;251;Nee;Nee;Nee;1565;0;2021;Geen oordeel;05;Ja;2022-08-05T00:00:00.000;2016-12-09T00:00:00.000;2014-08-05T00:00:00.000;2016-12-09T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;18120;;;;;;;;;;;;;;;
JZ867T;Personenauto;TOYOTA;TOYOTA AURIS;20230328;20210222;616;MPV;5;WIT;Niet geregistreerd;4;1798;1310;1815;1410;345;345;20150929;20160719;Geen verstrekking in Open Data;Ja;4;4;0;0;460;0;M1;by bodemplaat r. voorzitting;1815;HE15U(A);e11*2007/46*0018*10;ZWE186(W);ZWE186L-DWXDBW(4V);0;0.01;260;Nee;Nee;Ja;2160;0;2022;Geen oordeel;05;Ja;2023-03-28T00:00:00.000;2021-02-22T00:00:00.000;2015-09-29T00:00:00.000;2016-07-19T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;25695;;;;;;;;;;;;;;;
83JJS1;Personenauto;TOYOTA;TOYOTA AURIS;20220906;20220330;3354;hatchback;5;ZWART;Niet geregistreerd;4;1329;1225;1720;1325;450;1000;20090701;20090701;Geen verstrekking in Open Data;Nee;4;4;0;0;422;0;M1;op bodemplaat by r. voorzitting;1720;E15UT(A);e11*2001/116*0305*05;NRE150(H);NRE150L-DHFNKW(3F);0;0.06;260;Nee;Nee;Nee;2720;0;2021;Logisch;00;Ja;2022-09-06T00:00:00.000;2022-03-30T00:00:00.000;2009-07-01T00:00:00.000;2009-07-01T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;21330;;;;;;;;;;;;;;;
XG118S;Personenauto;TOYOTA;TOYOTA PRIUS PLUS;20240215;20220218;4023;MPV;7;ZWART;Niet geregistreerd;4;1798;1475;2115;1575;;;20181231;20181231;Geen verstrekking in Open Data;Ja;4;4;0;0;465;0;M1;;2115;XW3(A);e11*2001/116*0264*13;ZVW40(W);ZVW40L-AWXEBW(1P);0;0.05;278;Nee;Nee;Nee;2115;0;2022;Logisch;00;Ja;2024-02-15T00:00:00.000;2022-02-18T00:00:00.000;2018-12-31T00:00:00.000;2018-12-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;40100;0;;;;;;;;;;;;;;
NF647T;Personenauto;TOYOTA;TOYOTA YARIS HYBRID;20230302;20170303;;MPV;5;GRIJS;Niet geregistreerd;4;1497;1060;1565;1160;;;20121116;20170221;Geen verstrekking in Open Data;Ja;4;4;0;0;391;0;M1;r. voorzitting;1565;XP13M(A);e11*2007/46*0152*02;NHP13(MH);NHP130L-CHXNBW(1C);0;0.01;251;Nee;Nee;Nee;0;0;2022;Geen oordeel;05;Ja;2023-03-02T00:00:00.000;2017-03-03T00:00:00.000;2012-11-16T00:00:00.000;2017-02-21T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;19300;;;;;;;;;;;;;;;
61GXS7;Personenauto;TOYOTA;TOYOTA AYGO;20230102;20140102;916;hatchback;4;GRIJS;Niet geregistreerd;3;998;795;1180;895;;;20080926;20080926;Geen verstrekking in Open Data;Ja;2;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1180;AB1;e11*2001/116*0236*05;KGB10(G);KGB10L-AGMGKW(1F);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-02T00:00:00.000;2014-01-02T00:00:00.000;2008-09-26T00:00:00.000;2008-09-26T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11490;;;;;;;;;;;;;;;
22LXPK;Personenauto;TOYOTA;TOYOTA RAV4;20221010;20141010;8147;stationwagen;5;BLAUW;Niet geregistreerd;4;1998;1250;1825;1350;640;1500;20030704;20030704;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1825;;e6*98/14*0070*03;ACA21(W);ACA21L-AWMNKW(2D);0;0.08;249;Nee;Nee;Nee;3325;0;2022;Geen oordeel;07;Ja;2022-10-10T00:00:00.000;2014-10-10T00:00:00.000;2003-07-04T00:00:00.000;2003-07-04T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
01HPH7;Personenauto;TOYOTA;TOYOTA COROLLA VERSO;20230218;20120530;5314;MPV;7;GRIJS;Niet geregistreerd;4;1598;1340;2035;1440;450;1200;20090218;20090218;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2035;R1;e11*2001/116*0222*06;ZNR10(R);ZNR10L-GRMDKW(1G);0;0.06;275;Nee;Nee;Nee;3235;0;2021;Logisch;00;Ja;2023-02-18T00:00:00.000;2012-05-30T00:00:00.000;2009-02-18T00:00:00.000;2009-02-18T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;23765;;;;;;;;;;;;;;;
94HPN4;Personenauto;TOYOTA;TOYOTA AYGO;20230402;20211106;;hatchback;4;BLAUW;Niet geregistreerd;3;998;805;1190;905;;;20090122;20090122;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;0.06;234;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-04-02T00:00:00.000;2021-11-06T00:00:00.000;2009-01-22T00:00:00.000;2009-01-22T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11540;;;;;;;;;;;;;;;
70KPZ7;Personenauto;TOYOTA;TOYOTA AYGO;20230114;20100114;;hatchback;4;BLAUW;Niet geregistreerd;3;998;805;1190;905;;;20100114;20100114;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);1;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-14T00:00:00.000;2010-01-14T00:00:00.000;2010-01-14T00:00:00.000;2010-01-14T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11015;;;;;;;;;;;;;;;
26NDD9;Personenauto;TOYOTA;TOYOTA YARIS;20230128;20210612;1588;MPV;5;GRIJS;Niet geregistreerd;4;1329;1025;1480;1125;550;900;20100903;20100903;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHFGKW(3F);0;0.06;246;Nee;Nee;Nee;2380;0;2021;Logisch;00;Ja;2023-01-28T00:00:00.000;2021-06-12T00:00:00.000;2010-09-03T00:00:00.000;2010-09-03T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16009;0;;;;;;;;;;;;;;
8TBF20;Personenauto;TOYOTA;TOYOTA YARIS;20221111;20211112;3000;MPV;5;ZWART;Niet geregistreerd;4;1329;990;1470;1090;545;900;20140106;20140106;Geen verstrekking in Open Data;Ja;4;4;0;0;389;0;M1;r. voorzitting;1470;XP13M(A);e11*2007/46*0152*06;NSP13F(MH);NSP130L-CHFRKW(2G);0;0.07;251;Nee;Nee;Nee;2370;0;2021;Logisch;00;Ja;2022-11-11T00:00:00.000;2021-11-12T00:00:00.000;2014-01-06T00:00:00.000;2014-01-06T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16200;0;;;;;;;;;;;;;;
59NKZG;Personenauto;TOYOTA;YARIS;20221114;20211223;2857;hatchback;5;BLAUW;Niet geregistreerd;4;1298;870;1385;970;400;900;20031114;20031114;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;1385;;e2*2001/116*0248*05;SCP12(G);SCP12L-CGMRKW(1F);0;0.07;237;Nee;Nee;Nee;2285;0;2021;Geen oordeel;07;Ja;2022-11-14T00:00:00.000;2021-12-23T00:00:00.000;2003-11-14T00:00:00.000;2003-11-14T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
03RXKP;Personenauto;TOYOTA;TOYOTA COROLLA VERSO;20221224;20210802;7849;stationwagen;5;BLAUW;Niet geregistreerd;4;2231;1470;2160;1570;450;1300;20051007;20051007;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2160;;e11*2001/116*0222*03;AUR10(WT);AUR10L-GWFDYW(1D);0;0.06;275;Nee;Nee;Nee;3460;0;2021;Logisch;00;Nee;2022-12-24T00:00:00.000;2021-08-02T00:00:00.000;2005-10-07T00:00:00.000;2005-10-07T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;27650;;;;;;;;;;;;;;;
03DXBV;Personenauto;TOYOTA;TOYOTA YARIS;20221110;20211224;3009;hatchback;5;GRIJS;Niet geregistreerd;4;1299;880;1350;980;400;900;20000103;20000103;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1350;;e6*98/14*0064*02;NCP10(H);NCP10L-AHMGKW(1C);1;0.06;237;Nee;Nee;Nee;2250;0;2021;Logisch;00;Ja;2022-11-10T00:00:00.000;2021-12-24T00:00:00.000;2000-01-03T00:00:00.000;2000-01-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
8XFG41;Personenauto;TOYOTA;TOYOTA AURIS;20230402;20140710;5796;stationwagen;5;BRUIN;Niet geregistreerd;4;1598;1180;1835;1280;450;1300;20140710;20140710;Geen verstrekking in Open Data;Ja;4;4;0;0;456;0;M1;op bodemplaat by r. voorzitting;1835;E15UT(A);e11*2001/116*0305*16;ZRE185(W);ZRE185L-DWFNPW(2S);0;0.08;260;Nee;Nee;Nee;3135;0;2022;Logisch;00;Ja;2023-04-02T00:00:00.000;2014-07-10T00:00:00.000;2014-07-10T00:00:00.000;2014-07-10T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;24851;;;;;;;;;;;;;;;
