kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;type;laadvermogen;aanhangwagen_middenas_geremd;maximum_ondersteunende_snelheid;aanhangwagen_autonoom_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt
VS996T;Bedrijfsauto;OPEL;VIVARO-B;20230104;20160104;9291;gesloten opbouw;3;N.v.t.;N.v.t.;4;1598;1658;2920;1758;750;;20160104;20160104;Geen verstrekking in Open Data;38294;Ja;0;4;0;0;500;196;N1;tussen r. voorzitting en deurdorpel;2920;e1*2007/46*0575*15;2312;SFAPA3;0;0.05;310;Nee;Nee;Nee;4920;0;2022;Logisch;00;Ja;2023-01-04T00:00:00.000;2016-01-04T00:00:00.000;2016-01-04T00:00:00.000;2016-01-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;F7;1262;2000;0;;;;;;;;;;;
06RFLG;Personenauto;OPEL;VECTRA-C;20230110;20140707;5699;sedan;5;GRIJS;Niet geregistreerd;4;1796;1275;1870;1375;685;1300;20040224;20050225;Geen verstrekking in Open Data;;Ja;4;4;0;0;460;0;M1;op bodemplaat by r. voorzitting;1870;e1*98/14*0187*08;BB11;1A02ADAGADA5;0;0.07;270;Nee;Nee;Nee;3085;0;2021;Geen oordeel;05;Ja;2023-01-10T00:00:00.000;2014-07-07T00:00:00.000;2004-02-24T00:00:00.000;2005-02-25T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
ZDFT20;Personenauto;OPEL;ASTRA-G-CARAVAN;20230207;20090603;3505;stationwagen;5;BLAUW;Niet geregistreerd;4;1598;1090;1690;1190;595;900;19990413;19990413;Geen verstrekking in Open Data;;Ja;4;4;0;0;429;0;M1;op bodemplaat by r. voorzitting;1690;e1*98/14*0087*03;EC11;2A16BC06FDB5;1;0.05;261;Nee;Nee;Nee;2590;0;2021;Logisch;00;Ja;2023-02-07T00:00:00.000;2009-06-03T00:00:00.000;1999-04-13T00:00:00.000;1999-04-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
86TPVD;Personenauto;OPEL;ASTRA GTC;20230104;20150717;5362;coupe;5;ZWART;Niet geregistreerd;4;1598;1145;1740;1245;620;1200;20061222;20061222;Geen verstrekking in Open Data;;Ja;2;4;0;0;429;0;M1;op bodemplaat by r. voorzitting;1740;e4*2001/116*0094*04;KB11;1A02A4EABG5;0;0.06;261;Nee;Nee;Nee;2985;0;2021;Logisch;00;Ja;2023-01-04T00:00:00.000;2015-07-17T00:00:00.000;2006-12-22T00:00:00.000;2006-12-22T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
2VTD27;Bedrijfsauto;OPEL;COMBO;20230122;20170913;4923;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1261;1761;1361;550;;20120118;20120118;Geen verstrekking in Open Data;19661;Ja;0;4;0;0;432;168;N1;r. voorzitting;1835;e1*2007/46*0129*04;BG11;4AABEECBA2;0;0.04;272;Nee;Nee;Nee;2815;0;2021;Logisch;00;Ja;2023-01-22T00:00:00.000;2017-09-13T00:00:00.000;2012-01-18T00:00:00.000;2012-01-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;COMBO-C-VAN;500;1000;;1000;0;;;;;;;;;
61NHPR;Personenauto;OPEL;AGILA;20230117;20131002;2488;MPV;5;ZWART;Niet geregistreerd;4;1199;955;1450;1055;350;800;20030926;20030926;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;r. tegen schutbord onder motorkap;1450;e1*98/14*0141*07;AB11;1A06A4DAAA5;0;0.05;236;Nee;Nee;Nee;2277;0;2021;Logisch;00;Ja;2023-01-17T00:00:00.000;2013-10-02T00:00:00.000;2003-09-26T00:00:00.000;2003-09-26T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
TFSH36;Personenauto;OPEL;ASTRA-G-CC;20230206;20020103;3636;hatchback;5;GROEN;Niet geregistreerd;4;1598;1044;1595;1144;570;1150;19980402;19980402;Geen verstrekking in Open Data;;Ja;4;4;0;0;411;0;M1;op bodemplaat by r. voorzitting;1595;e1*97/27*0086*01;CC11;2A06AG04GGM5;1;0.05;261;Nee;Nee;Nee;2745;0;2021;Logisch;00;Ja;2023-02-06T00:00:00.000;2002-01-03T00:00:00.000;1998-04-02T00:00:00.000;1998-04-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
VL327K;Bedrijfsauto;OPEL;VIVARO;20230102;20150102;7095;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1723;3030;1823;750;;20150102;20150102;Geen verstrekking in Open Data;29050;Ja;0;4;0;0;0;190;N1;r. balk a. vooras;3030;e1*2007/46*0575*11;B0B1;E1ARG3;0;0.04;350;Nee;Nee;Nee;5030;0;2021;Logisch;00;Ja;2023-01-02T00:00:00.000;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;F7;1307;2000;;;0;;;;;;;;;
66TPN8;Personenauto;OPEL;AGILA;20230323;20180713;;stationwagen;5;GRIJS;Niet geregistreerd;3;996;950;1485;1050;;;20120323;20120323;Geen verstrekking in Open Data;12660;Ja;4;4;0;0;374;0;M1;op r. schroefveerkoker onder motorkap;1485;e4*2001/116*0135*10;AE11;1AAAA1AAAA5;0;0.05;236;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-23T00:00:00.000;2018-07-13T00:00:00.000;2012-03-23T00:00:00.000;2012-03-23T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;H-B;;;;;;;;;;;;;;
60LLZ5;Personenauto;OPEL;MERIVA-A;20220601;20211224;4462;MPV;5;GRIJS;Niet geregistreerd;4;1598;1275;1855;1375;675;1200;20100531;20100531;Geen verstrekking in Open Data;22258;Ja;4;4;0;0;405;0;M1;op bodemplaat by r. voorzitting;1855;e1*2001/116*0215*17;BJ11;1A02A4CGDG5;1;0.06;263;Nee;Nee;Nee;3085;0;2021;Logisch;00;Ja;2022-06-01T00:00:00.000;2021-12-24T00:00:00.000;2010-05-31T00:00:00.000;2010-05-31T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;X01MONOCAB;;;;;;;;;;;;;;
22RZFZ;Personenauto;OPEL;VECTRA-C-STATION WAGON;20230223;20191112;7779;stationwagen;5;GRIJS;Niet geregistreerd;4;2198;1430;2085;1530;750;1600;20051013;20051013;Geen verstrekking in Open Data;32360;Ja;4;4;0;0;482;0;M1;op bodemplaat by r. voorzitting;2085;e1*2001/116*0238*01;BD11;1A03AHAJDJK5;0;0.07;283;Nee;Nee;Nee;3685;0;2022;Logisch;00;Ja;2023-02-23T00:00:00.000;2019-11-12T00:00:00.000;2005-10-13T00:00:00.000;2005-10-13T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
VZ003Z;Bedrijfsauto;OPEL;COMBO VAN;20221214;20161014;6002;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1360;2385;1460;500;;20161014;20161014;Geen verstrekking in Open Data;24448;Ja;0;4;0;0;474;183;N1;in bodemplaat r. v.;2385;e3*2007/46*0076*11;WXC1A;LR2AS;0;0.05;311;Nee;Nee;Nee;3385;0;2021;Logisch;00;Ja;2022-12-14T00:00:00.000;2016-10-14T00:00:00.000;2016-10-14T00:00:00.000;2016-10-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;COMBO-D-VAN;1025;1000;0;;;;;;;;;;;
21TFV6;Personenauto;OPEL;AGILA;20230113;20160929;;stationwagen;5;WIT;Niet geregistreerd;3;996;950;1485;1050;;;20120113;20120113;Geen verstrekking in Open Data;12165;Ja;4;4;0;0;374;0;M1;op r. schroefveerkoker onder motorkap;1485;e4*2001/116*0135*10;AE11;1AAAA1AAAA5;0;0.05;236;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-13T00:00:00.000;2016-09-29T00:00:00.000;2012-01-13T00:00:00.000;2012-01-13T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;H-B;;;;;;;;;;;;;;
XS997F;Personenauto;OPEL;CORSA-E;20231223;20211223;434;hatchback;5;GRIJS;Niet geregistreerd;4;1398;1063;1630;1163;550;800;20160428;20190619;Geen verstrekking in Open Data;18568;Ja;5;4;0;0;402;0;M1;op bodemplaat by r. voorzitting;1630;e1*2001/116*0379*35;CADRA12;BX2D6EHLJ5;0;0.06;251;Nee;Nee;Nee;2470;0;2021;Geen oordeel;05;Ja;2023-12-23T00:00:00.000;2021-12-23T00:00:00.000;2016-04-28T00:00:00.000;2019-06-19T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
RL994G;Personenauto;OPEL;ASTRA STATION WAGON;20221222;20171222;3689;stationwagen;5;BLAUW;Niet geregistreerd;4;1598;1178;1860;1278;630;1100;20090331;20171219;Geen verstrekking in Open Data;;Ja;4;4;0;0;452;0;M1;op bodemplaat by r. voorzitting;1860;e1*2001/116*0293*13;FS11;1A11A5EABN5;0;0.07;270;Nee;Nee;Nee;3000;0;2022;Geen oordeel;05;Ja;2022-12-22T00:00:00.000;2017-12-22T00:00:00.000;2009-03-31T00:00:00.000;2017-12-19T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;A-H/SW;;;;;;;;;;;;;;
V321LJ;Bedrijfsauto;OPEL;COMBO VAN;20230205;20210205;6209;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1360;2385;1460;500;;20180131;20180131;Geen verstrekking in Open Data;25320;Ja;0;4;0;0;474;183;N1;in bodemplaat r. v.;2385;e3*2007/46*0076*14;WXU1A;LR2BE;0;0.05;311;Nee;Nee;Nee;3385;0;2021;Logisch;00;Ja;2023-02-05T00:00:00.000;2021-02-05T00:00:00.000;2018-01-31T00:00:00.000;2018-01-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;COMBO-D-VAN;1025;1000;0;;;;;;;;;;;
V453NP;Bedrijfsauto;OPEL;MOVANO;20230301;20190129;8252;gesloten opbouw;3;N.v.t.;N.v.t.;4;2299;1973;2800;2073;750;;20140122;20190129;Geen verstrekking in Open Data;33862;Ja;0;4;0;0;505;207;N1;r. deurdorpel;2800;e1*2007/46*0362*13;F0NB;51ADA3;0;0.04;318;Nee;Nee;Nee;5300;0;2022;Geen oordeel;05;Ja;2023-03-01T00:00:00.000;2019-01-29T00:00:00.000;2014-01-22T00:00:00.000;2019-01-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;MR;827;2500;0;;0;;;;;;;;;
VV779K;Bedrijfsauto;OPEL;COMBO VAN;20220901;20220322;5625;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1265;2040;1365;500;;20160414;20160414;Geen verstrekking in Open Data;22861;Nee;0;4;0;0;439;183;N1;in bodemplaat r. v.;2040;e3*2007/46*0076*11;ZXC1A;SN2AS;0;0.05;276;Nee;Nee;Nee;3040;0;2021;Logisch;00;Ja;2022-09-01T00:00:00.000;2022-03-22T00:00:00.000;2016-04-14T00:00:00.000;2016-04-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;COMBO-D-VAN;775;1000;0;;;;;;;;;;;
55HDF4;Personenauto;OPEL;CORSA;20230218;20210223;2782;MPV;5;ZWART;Niet geregistreerd;4;1229;1059;1605;1159;500;850;20081017;20081017;Geen verstrekking in Open Data;16694;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1605;e1*2001/116*0379*08;KB11;1A16A77BDA5;0;0.05;251;Nee;Nee;Nee;2455;0;2022;Logisch;00;Ja;2023-02-18T00:00:00.000;2021-02-23T00:00:00.000;2008-10-17T00:00:00.000;2008-10-17T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
91GBS6;Personenauto;OPEL;CORSA;20230413;20220326;3431;MPV;5;BEIGE;Niet geregistreerd;4;1364;1063;1615;1163;500;1000;20080530;20080530;Geen verstrekking in Open Data;19168;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1615;e1*2001/116*0379*07;PC11;1A06A8LBCC5;0;0.06;251;Nee;Nee;Nee;2590;0;2022;Logisch;00;Ja;2023-04-13T00:00:00.000;2022-03-26T00:00:00.000;2008-05-30T00:00:00.000;2008-05-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
50NBVV;Personenauto;OPEL;ASTRA-G-CC;20230129;20170815;5830;hatchback;5;GRIJS;Niet geregistreerd;4;1686;1180;1745;1280;600;1150;20030721;20030721;Geen verstrekking in Open Data;;Ja;4;4;0;0;411;0;M1;op bodemplaat by r. voorzitting;1745;e1*98/14*0086*17;DJ11;2A34A850GCD5;0;0.04;261;Nee;Nee;Nee;2895;0;2021;Logisch;00;Ja;2023-01-29T00:00:00.000;2017-08-15T00:00:00.000;2003-07-21T00:00:00.000;2003-07-21T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
KX820S;Personenauto;OPEL;CORSA-E;20221224;20161224;3504;hatchback;5;ZWART;Niet geregistreerd;4;1398;1063;1630;1163;550;800;20161224;20161224;Geen verstrekking in Open Data;16995;Ja;5;4;0;0;402;0;M1;in bodemplaat r. v.;1630;e1*2001/116*0379*37;CADRC12;BX2D6EHLA5;0;0.06;251;Nee;Nee;Nee;2470;0;2022;Logisch;00;Ja;2022-12-24T00:00:00.000;2016-12-24T00:00:00.000;2016-12-24T00:00:00.000;2016-12-24T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
NP947F;Personenauto;OPEL;CORSA-E;20230324;20211216;2511;hatchback;5;GRIJS;Niet geregistreerd;3;999;1099;1680;1199;560;1200;20170324;20170324;Geen verstrekking in Open Data;19822;Ja;5;4;0;0;402;0;M1;in bodemplaat r. v.;1680;e1*2001/116*0379*37;CAABC12;BX2F5KH9A5;0;0.06;251;Nee;Nee;Nee;2880;0;2021;Logisch;00;Ja;2023-03-24T00:00:00.000;2021-12-16T00:00:00.000;2017-03-24T00:00:00.000;2017-03-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
73BKJP;Bedrijfsauto;OPEL;VIVARO 1.9DTI 2.7T L1H1;20221224;20190410;;gesloten opbouw;3;N.v.t.;N.v.t.;4;1870;1680;2700;1780;750;2000;20031007;20031007;Geen verstrekking in Open Data;;Ja;0;4;0;0;0;190;N1;tegen deurdorpel by r. voorzitting;2700;;;;0;0.04;310;Nee;Nee;Nee;4700;;2021;Logisch;00;Ja;2022-12-24T00:00:00.000;2019-04-10T00:00:00.000;2003-10-07T00:00:00.000;2003-10-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;1020;2000;;2000;;;;;;;;;;
99HDB1;Personenauto;OPEL;ANTARA;20221224;20190308;8107;MPV;5;ZWART;Niet geregistreerd;4;2405;1705;2272;1805;750;1500;20070130;20081016;Geen verstrekking in Open Data;;Ja;4;4;0;0;458;0;M1;r. tegen schutbord onder motorkap;2272;e4*2001/116*0118*00;AA11;1A01A1ACCA5;0;0.06;271;Nee;Ja;Nee;3772;0;2021;Geen oordeel;05;Ja;2022-12-24T00:00:00.000;2019-03-08T00:00:00.000;2007-01-30T00:00:00.000;2008-10-16T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;;;;;;;;;;;
PN018B;Personenauto;OPEL;KARL / VIVA;20230731;20220218;1693;hatchback;5;ROOD;Niet geregistreerd;3;999;839;1353;939;;;20170731;20170731;Geen verstrekking in Open Data;12285;Ja;5;4;0;0;368;0;M1;in motorruimte a.;1353;e4*2007/46*0957*06;DHXXFXX;B11PA5AYCC2A;0;0.06;239;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-07-31T00:00:00.000;2022-02-18T00:00:00.000;2017-07-31T00:00:00.000;2017-07-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;D-A;;;0;;;;;;;;;;;
16RXKH;Personenauto;OPEL;VECTRA-C-STATION WAGON;20221214;20211224;7270;stationwagen;5;GRIJS;Niet geregistreerd;4;2198;1430;2085;1530;750;1600;20050930;20050930;Geen verstrekking in Open Data;30510;Ja;4;4;0;0;482;0;M1;op bodemplaat by r. voorzitting;2085;e1*2001/116*0238*01;BD11;1A03AHAJDJK5;0;0.07;283;Nee;Nee;Nee;3685;0;2021;Logisch;00;Ja;2022-12-14T00:00:00.000;2021-12-24T00:00:00.000;2005-09-30T00:00:00.000;2005-09-30T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
49RPBL;Personenauto;OPEL;ASTRA STATION WAGON;20220816;20220331;6015;stationwagen;5;ZWART;Niet geregistreerd;4;1598;1215;1860;1315;650;1100;20050624;20050624;Geen verstrekking in Open Data;25954;Ja;4;4;0;0;452;0;M1;op bodemplaat by r. voorzitting;1860;e1*2001/116*0293*00;FB11;1A02A5EABR5;0;0.06;270;Nee;Nee;Nee;2990;0;2022;Logisch;00;Ja;2022-08-16T00:00:00.000;2022-03-31T00:00:00.000;2005-06-24T00:00:00.000;2005-06-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
NZ397N;Personenauto;OPEL;KARL / VIVA;20230309;20220218;1693;hatchback;5;GRIJS;Niet geregistreerd;3;999;839;1353;939;;;20170519;20170519;Geen verstrekking in Open Data;13085;Ja;5;4;0;0;368;0;M1;in motorruimte a.;1353;e4*2007/46*0957*06;DHXXFXX;B11PA5AYCC2A;0;0.06;239;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-09T00:00:00.000;2022-02-18T00:00:00.000;2017-05-19T00:00:00.000;2017-05-19T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;D-A;;;0;;;;;;;;;;;
LLDB51;Personenauto;OPEL;CORSA C1.4NZ;20221224;20180916;2161;hatchback;;ROOD;Niet geregistreerd;4;1389;850;1350;950;450;900;19950503;19950503;Geen verstrekking in Open Data;;Ja;2;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1350;;;;0;0.05;244;Nee;Nee;Nee;2250;;2021;Logisch;00;Ja;2022-12-24T00:00:00.000;2018-09-16T00:00:00.000;1995-05-03T00:00:00.000;1995-05-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
34NXZZ;Personenauto;OPEL;CORSA-C;20230228;20180302;2507;hatchback;5;GRIJS;Niet geregistreerd;4;1199;910;1430;1010;450;1000;20040329;20040329;Geen verstrekking in Open Data;;Ja;2;4;0;0;384;0;M1;op bodemplaat by r. voorzitting;1430;e1*98/14*0148*08;AB11;1A02A2BBCA5;0;0.05;249;Nee;Nee;Nee;2360;0;2022;Logisch;00;Ja;2023-02-28T00:00:00.000;2018-03-02T00:00:00.000;2004-03-29T00:00:00.000;2004-03-29T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
