kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;type_gasinstallatie;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;laadvermogen;aanhangwagen_middenas_geremd;verticale_belasting_koppelpunt_getrokken_voertuig;aanhangwagen_autonoom_geremd
40GBN9;Personenauto;SUBARU;FORESTER;20230301;20120330;8736;stationwagen;5;BLAUW;Niet geregistreerd;4;1994;1365;1880;1465;715;1500;20080524;20080524;Geen verstrekking in Open Data;;Ja;4;4;0;0;449;0;M1;r. op schutbord onder motorkap;1880;;e13*98/14*0087*05;SG5;030;0;0.08;253;Nee;Nee;Nee;3380;0;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2012-03-30T00:00:00.000;2008-05-24T00:00:00.000;2008-05-24T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
05DJGF;Personenauto;SUBARU;IMPREZA;20200507;20030913;6096;sedan;5;BLAUW;Niet geregistreerd;4;1994;1230;1750;1330;500;1200;19990909;19990909;Geen verstrekking in Open Data;;Ja;4;4;0;0;435;0;M1;r. tegen schutbord onder motorkap;1750;;e13*96/79*0026*02;GCT;110;1;0.12;252;Nee;Nee;Nee;2950;0;2019;Logisch;00;Ja;2020-05-07T00:00:00.000;2003-09-13T00:00:00.000;1999-09-09T00:00:00.000;1999-09-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
6XDP33;Personenauto;SUBARU;LEGACY;20220927;20190928;10206;stationwagen;5;WIT;Niet geregistreerd;4;2498;1568;2040;1668;750;1800;20140709;20140709;Geen verstrekking in Open Data;48790;Ja;4;4;;;479;;M1;r. schutbord;2040;BM/BR;;;;;0.08;275;Nee;Nee;Nee;3840;;2021;Logisch;00;Ja;2022-09-27T00:00:00.000;2019-09-28T00:00:00.000;2014-07-09T00:00:00.000;2014-07-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;G3 gasinstallatie;;;;;;;;;
71NRKX;Personenauto;SUBARU;JUSTY G3X;20220914;20070316;2983;stationwagen;5;GRIJS;Niet geregistreerd;4;1490;985;1480;1085;350;800;20040114;20040114;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1480;;e4*2001/116*0071*01;Y81S;MT;0;0.07;236;Nee;Nee;Nee;2280;0;2021;Logisch;00;Ja;2022-09-14T00:00:00.000;2007-03-16T00:00:00.000;2004-01-14T00:00:00.000;2004-01-14T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
32PTZT;Personenauto;SUBARU;FORESTER;20230417;20150428;7459;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1350;1880;1450;725;1500;20041204;20041204;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1880;;e13*98/14*0087*02;SG5;510;0;0.06;253;Nee;Nee;Nee;3380;0;2022;Logisch;00;Ja;2023-04-17T00:00:00.000;2015-04-28T00:00:00.000;2004-12-04T00:00:00.000;2004-12-04T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
2SJR11;Personenauto;SUBARU;FORESTER;20220907;20190702;9595;stationwagen;5;WIT;Niet geregistreerd;4;1995;1465;2015;1565;750;1500;20130122;20131014;Geen verstrekking in Open Data;46290;Ja;4;4;0;0;456;0;M1;by schutbord;2015;SHS;e1*2001/116*0485*06;SH5;5F0;0;0.07;262;Nee;Ja;Nee;3515;0;2021;Geen oordeel;05;Ja;2022-09-07T00:00:00.000;2019-07-02T00:00:00.000;2013-01-22T00:00:00.000;2013-10-14T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;0;;;;;;;;
10TDFK;Personenauto;SUBARU;G3X JUSTY;20230419;20151210;3340;stationwagen;5;GRIJS;Niet geregistreerd;4;1328;980;1470;1080;350;800;20060629;20060710;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1470;;e4*2001/116*0071*03;Y51S;MT;0;0.06;236;Nee;Nee;Nee;2270;0;2022;Logisch;00;Ja;2023-04-19T00:00:00.000;2015-12-10T00:00:00.000;2006-06-29T00:00:00.000;2006-07-10T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
L453LV;Personenauto;SUBARU;SUBARU XV;20230712;20210712;2168;stationwagen;5;GRIJS;Niet geregistreerd;4;1600;1365;1940;1465;650;1200;20171003;20210712;Geen verstrekking in Open Data;33731;Ja;4;4;0;0;445;178;M1;;1940;G4;e1*2007/46*0597*08;GX3;5F0;1;0.06;264;Nee;Nee;Nee;3140;0;2021;Geen oordeel;05;Ja;2023-07-12T00:00:00.000;2021-07-12T00:00:00.000;2017-10-03T00:00:00.000;2021-07-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;175;;;;;;;
4KKV88;Personenauto;SUBARU;SUBARU TREZIA;20220825;20160902;4000;hatchback;5;GRIJS;Niet geregistreerd;4;1329;1045;1535;1145;550;800;20130523;20130523;Geen verstrekking in Open Data;19350;Ja;4;4;0;0;400;0;M1;r. voorzitting;1535;D1(A);e11*2007/46*0021*00;NSP120(HF);NSP120L-FHFGKW(1A);0;0.06;255;Nee;Nee;Nee;2335;0;2021;Logisch;00;Ja;2022-08-25T00:00:00.000;2016-09-02T00:00:00.000;2013-05-23T00:00:00.000;2013-05-23T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
76XZSX;Personenauto;SUBARU;FORESTER;20190201;20210729;8215;stationwagen;5;ZWART;Niet geregistreerd;4;1994;1395;1950;1495;500;1800;20001110;20071206;Geen verstrekking in Open Data;;Nee;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1950;;e13*98/14*0029*02;SFT;010;1;0.08;253;Nee;Nee;Nee;3750;0;2021;Geen oordeel;05;Ja;2019-02-01T00:00:00.000;2021-07-29T00:00:00.000;2000-11-10T00:00:00.000;2007-12-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
HFSP64;Personenauto;SUBARU;E WAGON 4WD SDX U9;20221012;20191002;3739;stationwagen;;GROEN;Niet geregistreerd;3;1189;1040;1600;1140;400;700;19931126;19931126;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;tegen r. balk 120 cm a. vooras;1600;;;;;0;0.04;189;Nee;Nee;Nee;2300;;2021;Geen oordeel;01;Ja;2022-10-12T00:00:00.000;2019-10-02T00:00:00.000;1993-11-26T00:00:00.000;1993-11-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
03RBV9;Personenauto;SUBARU;LEGACY;20220819;20150820;12540;stationwagen;5;ZWART;Niet geregistreerd;4;2457;1508;2040;1608;750;1800;20110428;20110428;Geen verstrekking in Open Data;51789;Ja;4;4;0;0;478;0;M1;r. schutbord;2040;BM/BR;e1*2007/46*0079*02;BR9;5E0;0;0.08;275;Nee;Nee;Nee;3840;0;2021;Logisch;00;Ja;2022-08-19T00:00:00.000;2015-08-20T00:00:00.000;2011-04-28T00:00:00.000;2011-04-28T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
TJLP12;Personenauto;SUBARU;FORESTER;20220324;20080130;5699;stationwagen;;GROEN;GRIJS;4;;1344;1875;1444;500;1500;19980515;19980515;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1875;;e13*96/79*0029*00;SF5;510;1;0;252;Nee;Nee;Nee;3375;0;2021;Logisch;00;Ja;2022-03-24T00:00:00.000;2008-01-30T00:00:00.000;1998-05-15T00:00:00.000;1998-05-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;G3 gasinstallatie;0;;;;;;;;
87SJN1;Personenauto;SUBARU;SUBARU TREZIA;20221011;20150921;2806;hatchback;5;GRIJS;Niet geregistreerd;4;1329;1045;1535;1145;550;800;20111006;20111006;Geen verstrekking in Open Data;19049;Ja;4;4;0;0;400;0;M1;r. voorzitting;1535;D1(A);e11*2007/46*0021*00;NSP120(HF);NSP120L-FHFGKW(1A);0;0.06;255;Nee;Nee;Nee;2335;0;2022;Logisch;00;Ja;2022-10-11T00:00:00.000;2015-09-21T00:00:00.000;2011-10-06T00:00:00.000;2011-10-06T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
01NRZN;Personenauto;SUBARU;FORESTER;20220728;20171104;6108;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1320;1875;1420;500;1500;20040123;20040123;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1875;;e13*98/14*0029*04;SF5;010;0;0.06;253;Nee;Nee;Nee;3375;0;2021;Logisch;00;Ja;2022-07-28T00:00:00.000;2017-11-04T00:00:00.000;2004-01-23T00:00:00.000;2004-01-23T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
59ZBLX;Personenauto;SUBARU;IMPREZA;20230210;20220228;4885;stationwagen;5;GRIJS;Niet geregistreerd;4;1498;1285;1750;1385;500;1500;20080508;20080508;Geen verstrekking in Open Data;;Ja;4;4;0;0;447;0;M1;r. op schutbord onder motorkap;1750;;e1*98/14*0145*11;GGD;0P0;0;0.06;253;Nee;Nee;Nee;3250;0;2022;Logisch;00;Ja;2023-02-10T00:00:00.000;2022-02-28T00:00:00.000;2008-05-08T00:00:00.000;2008-05-08T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
ZFTN33;Personenauto;SUBARU;FORESTER;20221125;20170626;5725;stationwagen;5;ROOD;GRIJS;4;1994;1320;1875;1420;500;1500;19990429;19990429;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1875;;e13*96/79*0029*01;SF5;510;1;0.06;253;Nee;Nee;Nee;3375;0;2021;Logisch;00;Ja;2022-11-25T00:00:00.000;2017-06-26T00:00:00.000;1999-04-29T00:00:00.000;1999-04-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
3XFV94;Personenauto;SUBARU;FORESTER;20230424;20140717;7056;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1477;2015;1577;750;2000;20140717;20140717;Geen verstrekking in Open Data;37790;Ja;4;4;0;0;460;0;M1;r. onder voorzitting;2015;SJ;e13*2007/46*1305*01;SJ5;530;0;0.07;264;Nee;Nee;Nee;4015;0;2022;Logisch;00;Ja;2023-04-24T00:00:00.000;2014-07-17T00:00:00.000;2014-07-17T00:00:00.000;2014-07-17T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
RPBF88;Personenauto;SUBARU;LEGACY 2.5 OUTBACK AWD;20211112;20201030;8032;stationwagen;;ROOD;Niet geregistreerd;4;2457;1410;1960;1510;500;1800;19970428;19970428;Geen verstrekking in Open Data;;Nee;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1960;;;;;0;0.07;263;Nee;Nee;Nee;3760;;2020;Logisch;00;Ja;2021-11-12T00:00:00.000;2020-10-30T00:00:00.000;1997-04-28T00:00:00.000;1997-04-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
63XKGK;Personenauto;SUBARU;FORESTER;20220701;20160311;7984;stationwagen;5;BLAUW;Niet geregistreerd;4;1994;1426;1880;1526;715;1500;20070622;20070622;Geen verstrekking in Open Data;31993;Ja;4;4;0;0;449;0;M1;r. op schutbord onder motorkap;1880;;e13*98/14*0087*05;SG5;030;0;0.08;252;Nee;Nee;Nee;3380;0;2021;Logisch;00;Ja;2022-07-01T00:00:00.000;2016-03-11T00:00:00.000;2007-06-22T00:00:00.000;2007-06-22T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;G3 gasinstallatie;0;;;;;;;;
76JNGS;Personenauto;SUBARU;LEGACY;20230407;20170228;8653;stationwagen;5;GROEN;GRIJS;4;2457;1445;1980;1545;500;1800;20020612;20020612;Geen verstrekking in Open Data;;Ja;4;4;0;0;472;0;M1;r. tegen schutbord onder motorkap;1980;;e1*98/14*0108*06;BH9;040;0;0.07;265;Nee;Nee;Nee;3780;0;2022;Logisch;00;Ja;2023-04-07T00:00:00.000;2017-02-28T00:00:00.000;2002-06-12T00:00:00.000;2002-06-12T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
11LLKD;Personenauto;SUBARU;SUBARU IMPREZA;20230228;20191001;5284;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1305;1800;1405;500;1600;20030221;20030221;Geen verstrekking in Open Data;;Ja;4;4;0;0;442;0;M1;r. op schutbord onder motorkap;1800;;e1*98/14*0163*03;GG9;030;0;0.07;253;Nee;Nee;Nee;3400;0;2022;Logisch;00;Ja;2023-02-28T00:00:00.000;2019-10-01T00:00:00.000;2003-02-21T00:00:00.000;2003-02-21T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
JP343H;Personenauto;SUBARU;SUBARU XV;20220519;20160519;8092;stationwagen;5;BLAUW;Niet geregistreerd;4;1995;1365;1940;1465;650;1200;20160519;20160519;Geen verstrekking in Open Data;34189;Ja;4;4;0;0;445;0;M1;in bodemplaat r. v.;1940;G4;e1*2007/46*0597*08;GX7;5G0;0;0.08;264;Nee;Nee;Nee;3140;0;2020;Logisch;00;Ja;2022-05-19T00:00:00.000;2016-05-19T00:00:00.000;2016-05-19T00:00:00.000;2016-05-19T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
PNJR65;Personenauto;SUBARU;VIVIO GLI ECVT;20220916;20190803;1457;hatchback;;BLAUW;Niet geregistreerd;4;658;670;1110;770;375;500;19960907;19960907;Geen verstrekking in Open Data;;Ja;2;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1110;;;;;0;0.04;231;Nee;Nee;Nee;1610;;2021;Logisch;00;Ja;2022-09-16T00:00:00.000;2019-08-03T00:00:00.000;1996-09-07T00:00:00.000;1996-09-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
RS520P;Personenauto;SUBARU;SUBARU JUSTY;20230122;20180117;820;hatchback;5;ZWART;Niet geregistreerd;3;998;865;1390;965;350;750;20110316;20180117;Geen verstrekking in Open Data;11193;Ja;4;4;;;;;M1;;1390;M3;;;;;0.05;243;Nee;Nee;Nee;2140;;2022;Geen oordeel;05;Ja;2023-01-22T00:00:00.000;2018-01-17T00:00:00.000;2011-03-16T00:00:00.000;2018-01-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
K053FV;Personenauto;SUBARU;SUBARU TREZIA;20221228;20220407;4000;hatchback;5;BLAUW;Niet geregistreerd;4;1329;1062;1505;1162;550;800;20131007;20210602;Geen verstrekking in Open Data;19350;Ja;4;4;0;0;400;170;M1;r. voorzitting;1505;D1(A);e11*2007/46*0021*00;NSP120(HF);NSP120L-FHFXKW(1A);0;0.06;255;Nee;Nee;Nee;2305;0;2022;Geen oordeel;05;Ja;2022-12-28T00:00:00.000;2022-04-07T00:00:00.000;2013-10-07T00:00:00.000;2021-06-02T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;170;160;;;;;;
29ZBNR;Personenauto;SUBARU;LEGACY;20220810;20200808;7803;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1375;1935;1475;730;1600;20080211;20080211;Geen verstrekking in Open Data;;Ja;4;4;0;0;472;0;M1;r. tegen schutbord onder motorkap;1935;;e1*2001/116*0228*06;BP5;0N0;0;0.08;267;Nee;Nee;Nee;3535;0;2021;Logisch;00;Ja;2022-08-10T00:00:00.000;2020-08-08T00:00:00.000;2008-02-11T00:00:00.000;2008-02-11T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
ZFNS15;Personenauto;SUBARU;IMPREZA;20101113;20041231;5845;sedan;5;GROEN;Niet geregistreerd;4;1994;1230;1750;1330;500;1200;19990421;19990421;Geen verstrekking in Open Data;;Nee;4;4;0;0;435;0;M1;r. tegen schutbord onder motorkap;1750;;e13*96/79*0026*02;GCT;110;1;0.12;252;Nee;Nee;Nee;2950;0;2009;Logisch;00;Ja;2010-11-13T00:00:00.000;2004-12-31T00:00:00.000;1999-04-21T00:00:00.000;1999-04-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
RJPR87;Personenauto;SUBARU;IMPREZA 2.0 GL AWD;20220612;20160622;4118;sedan;;ROOD;Niet geregistreerd;4;1994;1170;1680;1270;500;1200;19970328;19970328;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1680;;;;;0;0.07;252;Nee;Nee;Nee;2880;;2021;Geen oordeel;07;Ja;2022-06-12T00:00:00.000;2016-06-22T00:00:00.000;1997-03-28T00:00:00.000;1997-03-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
92GLK1;Personenauto;SUBARU;IMPREZA;20220729;20160729;6892;stationwagen;5;ZWART;Niet geregistreerd;4;1994;1377;1890;1477;650;1200;20080718;20080718;Geen verstrekking in Open Data;28088;Ja;4;4;0;0;442;0;M1;midden tegen schutbord onder motorkap;1890;;e1*2001/116*0438*01;GH7;530;0;0.07;262;Nee;Nee;Nee;3090;0;2021;Logisch;00;Ja;2022-07-29T00:00:00.000;2016-07-29T00:00:00.000;2008-07-18T00:00:00.000;2008-07-18T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;G3 gasinstallatie;0;;;;;;;;
HV200X;Personenauto;SUBARU;LEGACY;20240204;20160130;8416;stationwagen;5;ROOD;Niet geregistreerd;4;2498;1587;2100;1687;750;2000;20160130;20160130;Geen verstrekking in Open Data;44290;Ja;4;4;0;0;482;0;M1;in bodemplaat r. v.;2100;B6;e1*2007/46*1320*00;BS9;C8L;0;0.08;275;Nee;Nee;Nee;4100;0;2022;Logisch;00;Ja;2024-02-04T00:00:00.000;2016-01-30T00:00:00.000;2016-01-30T00:00:00.000;2016-01-30T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
JL147L;Personenauto;SUBARU;LEGACY;20240122;20160905;10022;stationwagen;5;GRIJS;Niet geregistreerd;4;2498;1573;2100;1673;750;2000;20160426;20160426;Geen verstrekking in Open Data;46890;Ja;4;4;0;0;482;0;M1;in bodemplaat r. v.;2100;B6;e1*2007/46*1320*01;BS9;C8L;0;0.08;275;Nee;Nee;Nee;4100;0;2022;Logisch;00;Ja;2024-01-22T00:00:00.000;2016-09-05T00:00:00.000;2016-04-26T00:00:00.000;2016-04-26T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
