kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;type_gasinstallatie;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;laadvermogen;aanhangwagen_middenas_geremd;verticale_belasting_koppelpunt_getrokken_voertuig;aanhangwagen_autonoom_geremd
RS502X;Personenauto;SUBARU;LEGACY;20230117;20180122;9575;stationwagen;5;GEEL;Niet geregistreerd;4;2457;1415;1970;1515;750;1800;20050228;20180122;Geen verstrekking in Open Data;;Ja;4;4;0;0;473;0;M1;r. tegen schutbord onder motorkap;1970;BL/BP;e1*2001/116*0228*02;BP9;5D0;0;0.08;267;Nee;Nee;Nee;3770;0;2022;Geen oordeel;05;Ja;2023-01-17T00:00:00.000;2018-01-22T00:00:00.000;2005-02-28T00:00:00.000;2018-01-22T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
HV611J;Personenauto;SUBARU;FORESTER;20240116;20190920;7079;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1480;2015;1580;750;2000;20160116;20160116;Geen verstrekking in Open Data;35789;Ja;4;4;0;0;460;0;M1;in bodemplaat r. v.;2015;SJ;e13*2007/46*1305*04;SJ5;530;0;0.07;264;Nee;Nee;Nee;4015;0;2022;Logisch;00;Ja;2024-01-16T00:00:00.000;2019-09-20T00:00:00.000;2016-01-16T00:00:00.000;2016-01-16T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
XRBD04;Personenauto;SUBARU;IMPREZA;20221012;20211106;3739;stationwagen;5;BLAUW;Niet geregistreerd;4;1994;1160;1720;1260;500;1600;19990122;19990122;Geen verstrekking in Open Data;;Ja;4;4;0;0;435;0;M1;r. tegen schutbord onder motorkap;1720;;e13*96/79*0026*02;GF8;010;1;0.07;252;Nee;Nee;Nee;3320;0;2021;Logisch;00;Ja;2022-10-12T00:00:00.000;2021-11-06T00:00:00.000;1999-01-22T00:00:00.000;1999-01-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
13JBTK;Personenauto;SUBARU;LEGACY;20121219;20130110;6587;sedan;5;GRIJS;Niet geregistreerd;4;2457;1280;1875;1380;500;1800;20020208;20020208;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1875;;e1*93/81*0009*05;BD9;010;1;0.08;263;Nee;Nee;Nee;3675;0;2013;Logisch;00;Ja;2012-12-19T00:00:00.000;2013-01-10T00:00:00.000;2002-02-08T00:00:00.000;2002-02-08T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
17XFJJ;Personenauto;SUBARU;SUBARU IMPREZA;20220715;20200718;7749;sedan;5;ROOD;Niet geregistreerd;4;2457;1380;1860;1480;500;1200;20070516;20070516;Geen verstrekking in Open Data;;Ja;4;4;0;0;447;0;M1;r. tegen schutbord onder motorkap;1860;;e1*98/14*0163*08;GDG;0J0;0;0.11;253;Nee;Nee;Nee;3060;0;2021;Logisch;00;Ja;2022-07-15T00:00:00.000;2020-07-18T00:00:00.000;2007-05-16T00:00:00.000;2007-05-16T00:00:00.000;G;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
80SRP3;Personenauto;SUBARU;FORESTER;20221121;20150205;7164;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1465;2015;1565;750;1500;20111121;20111121;Geen verstrekking in Open Data;32744;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*06;SH5;5F0;0;0.07;262;Nee;Nee;Nee;3515;0;2021;Logisch;00;Ja;2022-11-21T00:00:00.000;2015-02-05T00:00:00.000;2011-11-21T00:00:00.000;2011-11-21T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
86PJT6;Personenauto;SUBARU;FORESTER;20230208;20220228;6842;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1455;2015;1555;750;2000;20110208;20110208;Geen verstrekking in Open Data;30789;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*06;SH5;0F0;0;0.07;262;Nee;Nee;Nee;4015;0;2022;Logisch;00;Ja;2023-02-08T00:00:00.000;2022-02-28T00:00:00.000;2011-02-08T00:00:00.000;2011-02-08T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
39HSN6;Personenauto;SUBARU;FORESTER;20221108;20180905;7685;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1493;2015;1593;750;2000;20090220;20090220;Geen verstrekking in Open Data;33189;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*00;SH5;030;0;0.07;262;Nee;Nee;Nee;4015;0;2021;Logisch;00;Ja;2022-11-08T00:00:00.000;2018-09-05T00:00:00.000;2009-02-20T00:00:00.000;2009-02-20T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;G3 gasinstallatie;0;;;;;;;;
JH320G;Personenauto;SUBARU;FORESTER;20240323;20180911;7968;stationwagen;5;BRUIN;Niet geregistreerd;4;1995;1500;2015;1600;750;2000;20160323;20160323;Geen verstrekking in Open Data;41789;Ja;4;4;0;0;0;0;M1;in bodemplaat r. v.;2015;SJ;e13*2007/46*1305*06;SJ5;530;0;0.07;264;Nee;Nee;Nee;4015;0;2022;Logisch;00;Ja;2024-03-23T00:00:00.000;2018-09-11T00:00:00.000;2016-03-23T00:00:00.000;2016-03-23T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
BJ81BJ;Bedrijfsauto;SUBARU;1800 WD PICK UP;20061028;20130223;;open wagen;;N.v.t.;N.v.t.;4;;950;1620;1050;;;19840321;19840321;Geen verstrekking in Open Data;;Nee;0;4;0;0;0;164;N1;r. tegen schutbord onder motorkap;1620;;;;;0;0.06;244;Nee;Nee;Nee;0;;2005;Geen oordeel;01;Ja;2006-10-28T00:00:00.000;2013-02-23T00:00:00.000;1984-03-21T00:00:00.000;1984-03-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;670;;;
06TVN4;Personenauto;SUBARU;SUBARU TREZIA;20220703;20180706;2547;hatchback;5;BLAUW;Niet geregistreerd;4;1329;1045;1505;1145;550;800;20120420;20120420;Geen verstrekking in Open Data;17549;Ja;4;4;0;0;400;0;M1;r. voorzitting;1505;D1(A);e11*2007/46*0021*00;NSP120(HF);NSP120L-FHFXKW(1A);0;0.06;255;Nee;Nee;Nee;2305;0;2021;Logisch;00;Ja;2022-07-03T00:00:00.000;2018-07-06T00:00:00.000;2012-04-20T00:00:00.000;2012-04-20T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
21RRG3;Personenauto;SUBARU;SUBARU TREZIA;20220515;20120515;2675;hatchback;5;GRIJS;Niet geregistreerd;4;1329;1045;1535;1145;550;800;20120515;20120515;Geen verstrekking in Open Data;19049;Ja;4;4;0;0;400;0;M1;r. voorzitting;1535;D1(A);e11*2007/46*0021*00;NSP120(HF);NSP120L-FHFGKW(1A);0;0.06;255;Nee;Nee;Nee;2335;0;2021;Logisch;00;Ja;2022-05-15T00:00:00.000;2012-05-15T00:00:00.000;2012-05-15T00:00:00.000;2012-05-15T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
31RZRJ;Personenauto;SUBARU;IMPREZA;20221022;20220228;5487;stationwagen;5;BLAUW;Niet geregistreerd;4;1994;1290;1800;1390;500;1600;20051103;20051103;Geen verstrekking in Open Data;;Ja;4;4;0;0;441;0;M1;r. op schutbord onder motorkap;1800;;e1*98/14*0145*00;GG9;030;0;0.07;253;Nee;Nee;Nee;3400;0;2021;Logisch;00;Ja;2022-10-22T00:00:00.000;2022-02-28T00:00:00.000;2005-11-03T00:00:00.000;2005-11-03T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
GX238G;Personenauto;SUBARU;IMPREZA WRX-STI TYPE UK;20230408;20150908;11614;sedan;5;BLAUW;Niet geregistreerd;4;1994;1450;1880;1550;750;1200;20050429;20150908;Geen verstrekking in Open Data;;Ja;4;4;;;;;M1;r. schutbord motorruimte;1880;;;;;;0.13;253;Nee;Ja;Nee;3080;;2022;Geen oordeel;05;Ja;2023-04-08T00:00:00.000;2015-09-08T00:00:00.000;2005-04-29T00:00:00.000;2015-09-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
13LJZ7;Personenauto;SUBARU;JUSTY;20220520;20100520;711;hatchback;5;BLAUW;Niet geregistreerd;3;998;865;1390;965;350;750;20100520;20100520;Geen verstrekking in Open Data;11470;Ja;4;4;0;0;361;0;M1;r. op schutbord onder motorkap;1390;M3;e13*2001/116*0147*04;M300LF;GMNEW;0;0.05;243;Nee;Nee;Nee;2140;0;2022;Logisch;00;Ja;2022-05-20T00:00:00.000;2010-05-20T00:00:00.000;2010-05-20T00:00:00.000;2010-05-20T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
13KHZ6;Personenauto;SUBARU;JUSTY;20220908;20170623;1900;hatchback;5;BRUIN;Niet geregistreerd;3;998;865;1390;965;350;750;20091128;20091128;Geen verstrekking in Open Data;13469;Ja;4;4;0;0;361;0;M1;r. op schutbord onder motorkap;1390;;e13*03/97*0147*03;M300LF;GMNEW;0;0.05;243;Nee;Nee;Nee;2140;0;2021;Logisch;00;Ja;2022-09-08T00:00:00.000;2017-06-23T00:00:00.000;2009-11-28T00:00:00.000;2009-11-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
HF899P;Personenauto;SUBARU;FORESTER;20231026;20151021;7079;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1477;2015;1577;750;2000;20151021;20151021;Geen verstrekking in Open Data;37790;Ja;4;4;0;0;460;0;M1;r. onder voorzitting;2015;SJ;e13*2007/46*1305*02;SJ5;530;0;0.07;264;Nee;Nee;Nee;4015;0;2021;Logisch;00;Ja;2023-10-26T00:00:00.000;2015-10-21T00:00:00.000;2015-10-21T00:00:00.000;2015-10-21T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
TT165V;Personenauto;SUBARU;FORESTER;20221101;20210827;7415;stationwagen;5;GEEL;Niet geregistreerd;4;1995;1510;2015;1610;750;2000;20140821;20181031;Geen verstrekking in Open Data;45168;Ja;4;4;0;0;460;0;M1;r. onder voorzitting;2015;SJ;e13*2007/46*1305*01;SJ5;5C0;0;0.07;264;Nee;Nee;Nee;4015;0;2021;Geen oordeel;05;Ja;2022-11-01T00:00:00.000;2021-08-27T00:00:00.000;2014-08-21T00:00:00.000;2018-10-31T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
20SPD4;Personenauto;SUBARU;FORESTER;20221110;20171110;8547;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1465;2015;1565;750;1500;20111107;20111107;Geen verstrekking in Open Data;42790;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*07;SH5;5F0;0;0.07;262;Nee;Nee;Nee;3515;0;2022;Logisch;00;Ja;2022-11-10T00:00:00.000;2017-11-10T00:00:00.000;2011-11-07T00:00:00.000;2011-11-07T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
SX707B;Personenauto;SUBARU;OUTBACK;20240408;20180628;14425;stationwagen;5;GRIJS;Niet geregistreerd;4;2498;1583;2100;1683;750;2000;20180628;20180628;Geen verstrekking in Open Data;49193;Ja;4;4;0;0;482;0;M1;;2100;B6;e1*2007/46*1320*03;BS9;C8L;0;0.08;275;Nee;Nee;Nee;4100;0;2022;Logisch;00;Ja;2024-04-08T00:00:00.000;2018-06-28T00:00:00.000;2018-06-28T00:00:00.000;2018-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
TTXP60;Personenauto;SUBARU;IMPREZA;20220609;20060609;5379;sedan;;ZWART;Niet geregistreerd;4;1994;1210;1750;1310;500;1200;19980801;19980801;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1750;;e13*96/79*0026*01;GC8T;110;1;0.12;252;Nee;Nee;Nee;2950;0;2021;Logisch;00;Ja;2022-06-09T00:00:00.000;2006-06-09T00:00:00.000;1998-08-01T00:00:00.000;1998-08-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
XXGS92;Personenauto;SUBARU;LEGACY;20221018;20210731;4628;stationwagen;5;GROEN;Niet geregistreerd;4;1994;1335;1895;1435;500;1600;19990305;19990305;Geen verstrekking in Open Data;;Ja;4;4;0;0;468;0;M1;r. tegen schutbord onder motorkap;1895;;e1*98/14*0108*00;BH5;010;0;0.06;265;Nee;Nee;Nee;3495;0;2021;Logisch;00;Ja;2022-10-18T00:00:00.000;2021-07-31T00:00:00.000;1999-03-05T00:00:00.000;1999-03-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
THJH13;Personenauto;SUBARU;FORESTER;20211205;20150819;5258;stationwagen;;GROEN;GRIJS;4;;1280;1860;1380;500;1500;19980425;19980425;Geen verstrekking in Open Data;;Nee;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1860;;e13*96/79*0029*00;SF5;010;1;0;253;Nee;Nee;Nee;3360;0;2020;Logisch;00;Ja;2021-12-05T00:00:00.000;2015-08-19T00:00:00.000;1998-04-25T00:00:00.000;1998-04-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
61SFKP;Personenauto;SUBARU;FORESTER;20220925;20200605;7545;stationwagen;5;ZWART;Niet geregistreerd;4;1994;1335;1880;1435;715;1500;20051202;20051202;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1880;;e13*98/14*0087*00;SG5;010;0;0.06;253;Nee;Nee;Nee;3380;0;2022;Logisch;00;Ja;2022-09-25T00:00:00.000;2020-06-05T00:00:00.000;2005-12-02T00:00:00.000;2005-12-02T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
TVXJ76;Personenauto;SUBARU;FORESTER;20220826;20150812;5699;stationwagen;;ROOD;GRIJS;4;;1295;1875;1395;500;1500;19980818;19980818;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1875;;e13*96/79*0029*00;SF5;510;1;0;253;Nee;Nee;Nee;3375;0;2021;Logisch;00;Ja;2022-08-26T00:00:00.000;2015-08-12T00:00:00.000;1998-08-18T00:00:00.000;1998-08-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
TZ27GK;Personenauto;SUBARU;JUSTY S S6;20240110;20180104;;hatchback;;WIT;Niet geregistreerd;3;997;730;1180;830;325;800;19890201;19890201;Geen verstrekking in Open Data;;Ja;2;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1180;;;;;0;0.05;229;Nee;Nee;Nee;0;;2022;Geen oordeel;01;Ja;2024-01-10T00:00:00.000;2018-01-04T00:00:00.000;1989-02-01T00:00:00.000;1989-02-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
68LPDB;Personenauto;SUBARU;FORESTER;20220927;20210927;6716;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1350;1880;1450;725;1500;20030329;20030329;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1880;;e13*98/14*0087*00;SG5;510;0;0.06;253;Nee;Nee;Nee;3380;0;2021;Logisch;00;Ja;2022-09-27T00:00:00.000;2021-09-27T00:00:00.000;2003-03-29T00:00:00.000;2003-03-29T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
GN655S;Personenauto;SUBARU;FORESTER;20230715;20150715;7079;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1477;2015;1577;750;2000;20150715;20150715;Geen verstrekking in Open Data;35789;Ja;4;4;0;0;460;0;M1;r. onder voorzitting;2015;SJ;e13*2007/46*1305*04;SJ5;530;0;0.07;264;Nee;Nee;Nee;4015;0;2021;Logisch;00;Ja;2023-07-15T00:00:00.000;2015-07-15T00:00:00.000;2015-07-15T00:00:00.000;2015-07-15T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
71TZGK;Personenauto;SUBARU;B9 TRIBECA;20221216;20210527;18059;stationwagen;;GRIJS;Niet geregistreerd;6;3000;1890;2586;1990;750;2000;20070309;20070309;Geen verstrekking in Open Data;68238;Ja;4;4;0;0;486;0;M1;r. op schutbord onder motorkap;2586;;e13*2001/116*0190*00;WXE;530;0;0.09;275;Nee;Nee;Nee;4586;0;2021;Logisch;00;Ja;2022-12-16T00:00:00.000;2021-05-27T00:00:00.000;2007-03-09T00:00:00.000;2007-03-09T00:00:00.000;G;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
63JDGK;Personenauto;SUBARU;FORESTER;20230301;20210212;6244;stationwagen;5;GROEN;GRIJS;4;1994;1320;1875;1420;500;1500;20020301;20020301;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1875;;e13*98/14*0029*04;SF5;010;0;0.06;253;Nee;Nee;Nee;3375;0;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2021-02-12T00:00:00.000;2002-03-01T00:00:00.000;2002-03-01T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
48THZ8;Personenauto;SUBARU;SUBARU XV;20230503;20170512;6377;stationwagen;5;WIT;Niet geregistreerd;4;1995;1325;1940;1425;650;1600;20120503;20120503;Geen verstrekking in Open Data;29189;Ja;4;4;0;0;445;0;M1;r. bodemplaat by voorzitting;1940;G4;e1*2007/46*0597*01;GX7;0C0;0;0.08;264;Nee;Nee;Nee;3540;0;2022;Logisch;00;Ja;2023-05-03T00:00:00.000;2017-05-12T00:00:00.000;2012-05-03T00:00:00.000;2012-05-03T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
85NNXF;Personenauto;SUBARU;SUBARU FORESTER;20220815;20190816;5904;stationwagen;5;GROEN;Niet geregistreerd;4;1994;1335;1880;1435;715;1500;20040113;20040113;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1880;;e1*2001/116*0209*01;SG5;010;0;0.06;253;Nee;Nee;Nee;3380;0;2021;Logisch;00;Ja;2022-08-15T00:00:00.000;2019-08-16T00:00:00.000;2004-01-13T00:00:00.000;2004-01-13T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
