kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type_gasinstallatie;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;oplegger_geremd
76XGH4;Personenauto;FIAT;FIAT 500;20230217;20180215;hatchback;4;WIT;Niet geregistreerd;4;1242;880;1320;980;400;800;20120531;20120531;Geen verstrekking in Open Data;18044;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1320;312;e3*2007/46*0064*04;AXA1A;00T;0;0.05;230;Nee;Nee;Nee;2120;0;0;2022;Logisch;00;Ja;2023-02-17T00:00:00.000;2018-02-15T00:00:00.000;2012-05-31T00:00:00.000;2012-05-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
98PGBL;Personenauto;FIAT;FIAT PANDA;20210607;20211025;hatchback;4;BLAUW;Niet geregistreerd;4;1242;835;1305;935;400;800;20040611;20040611;Geen verstrekking in Open Data;;Nee;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*00;AXB1A;01;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Onlogisch;04;Ja;2021-06-07T00:00:00.000;2021-10-25T00:00:00.000;2004-06-11T00:00:00.000;2004-06-11T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1910;;;;;;;;;;;
95KNB1;Personenauto;FIAT;FIAT 500;20221202;20140808;hatchback;4;WIT;Niet geregistreerd;4;1242;875;1340;975;400;800;20100104;20100104;Geen verstrekking in Open Data;15612;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1340;312;e3*2001/116*0261*07;AXA11;03C;0;0.05;230;Nee;Nee;Nee;2140;0;;2021;Logisch;00;Nee;2022-12-02T00:00:00.000;2014-08-08T00:00:00.000;2010-01-04T00:00:00.000;2010-01-04T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
31XGRD;Personenauto;FIAT;FIAT PUNTO;20230111;20190725;hatchback;5;BLAUW;Niet geregistreerd;4;1242;850;1385;950;400;1000;20070515;20070515;Geen verstrekking in Open Data;;Ja;4;4;0;0;387;0;M1;r. op bodemplaat v. r. voorzitting;1385;;e3*98/14*0048*08;BXA1A;01AD;3;0.05;246;Nee;Nee;Nee;2385;0;;2021;Logisch;00;Ja;2023-01-11T00:00:00.000;2019-07-25T00:00:00.000;2007-05-15T00:00:00.000;2007-05-15T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2461;;;;;;;;;;;
24TKGV;Personenauto;FIAT;FIAT PUNTO;20221222;20170119;MPV;4;BLAUW;Niet geregistreerd;4;1368;1000;1505;1100;400;1000;20061011;20061011;Geen verstrekking in Open Data;;Ja;2;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1505;;e3*2001/116*0217*03;AXB1A;02C;0;0.05;251;Nee;Nee;Nee;2505;0;;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2017-01-19T00:00:00.000;2006-10-11T00:00:00.000;2006-10-11T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2780;;;;;;;;;;;
V740FR;Bedrijfsauto;FIAT;TALENTO;20230128;20170330;gesloten opbouw;3;N.v.t.;N.v.t.;4;1598;1687;2920;1787;750;;20170330;20170330;Geen verstrekking in Open Data;41766;Ja;0;4;0;0;500;196;N1;in pers.ruimte r. v.;2920;FFL;e2*2007/46*0497*01;CR9M;MB0000610C1;0;0.05;310;Nee;Nee;Nee;4920;0;0;2022;Logisch;00;Ja;2023-01-28T00:00:00.000;2017-03-30T00:00:00.000;2017-03-30T00:00:00.000;2017-03-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10129;1233;;2000;;;;;;;;
RP552R;Personenauto;FIAT;FIAT 500;20240112;20200508;hatchback;4;GRIJS;Niet geregistreerd;2;875;905;1370;1005;400;800;20180112;20180112;Geen verstrekking in Open Data;18230;Ja;3;4;0;0;357;0;M1;in kofferruimte;1370;312;e3*2007/46*0064*33;AXN1A;12C;0;0.06;230;Nee;Nee;Nee;2170;0;0;2021;Logisch;00;Ja;2024-01-12T00:00:00.000;2020-05-08T00:00:00.000;2018-01-12T00:00:00.000;2018-01-12T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1297;;;;;;;;;;;
89ZDBT;Personenauto;FIAT;FIAT PUNTO;20230102;20080102;MPV;4;ZWART;Niet geregistreerd;4;1368;1000;1505;1100;400;1000;20080102;20080102;Geen verstrekking in Open Data;;Ja;2;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1505;;e3*2001/116*0217*06;AXB1A;02E;0;0.05;251;Nee;Nee;Nee;2505;0;;2021;Logisch;00;Ja;2023-01-02T00:00:00.000;2008-01-02T00:00:00.000;2008-01-02T00:00:00.000;2008-01-02T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;3010;;;;;;;;;;;
60TVGS;Personenauto;FIAT;FIAT PANDA;20230117;20140830;hatchback;4;GRIJS;Niet geregistreerd;4;1242;835;1305;935;400;800;20070205;20070205;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*05;AXB1A;01E;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2023-01-17T00:00:00.000;2014-08-30T00:00:00.000;2007-02-05T00:00:00.000;2007-02-05T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2217;;;;;;;;;;;
83RVBN;Personenauto;FIAT;FIAT PANDA;20230116;20150620;hatchback;4;ZWART;Niet geregistreerd;4;1242;835;1305;935;400;800;20050909;20050909;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*02;AXB1A;01C;1;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2023-01-16T00:00:00.000;2015-06-20T00:00:00.000;2005-09-09T00:00:00.000;2005-09-09T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2060;;;;;;;;;;;
7VGZ58;Bedrijfsauto;FIAT;DUCATO 30 2.2 JTD M H1;20230104;20180530;gesloten opbouw;3;N.v.t.;N.v.t.;4;2198;1856;3000;1956;750;2000;20100330;20100330;Geen verstrekking in Open Data;54083;Ja;0;4;0;0;0;209;N1;tegen r. voorwielscherm by voorzitting;3000;;;;;0;0.04;345;Nee;Nee;Nee;5000;;;2021;Geen oordeel;05;Ja;2023-01-04T00:00:00.000;2018-05-30T00:00:00.000;2010-03-30T00:00:00.000;2010-03-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13538;1144;2000;2000;0;;;;;;;
60PHG3;Personenauto;FIAT;FIAT PANDA;20230127;20171220;MPV;5;BLAUW;Niet geregistreerd;4;1242;835;1305;935;400;800;20110124;20110124;Geen verstrekking in Open Data;9609;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*17;AXF1A;08D;0;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Logisch;00;Ja;2023-01-27T00:00:00.000;2017-12-20T00:00:00.000;2011-01-24T00:00:00.000;2011-01-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
06SRV7;Personenauto;FIAT;FIAT 500;20220624;20190629;hatchback;4;WIT;Niet geregistreerd;4;1242;840;1305;940;400;800;20111125;20111125;Geen verstrekking in Open Data;15594;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1305;312;e3*2007/46*0064*04;AXA1A;00S;0;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Logisch;00;Ja;2022-06-24T00:00:00.000;2019-06-29T00:00:00.000;2011-11-25T00:00:00.000;2011-11-25T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
23NGZ1;Personenauto;FIAT;FIAT PUNTO;20230107;20210205;MPV;5;GRIJS;Niet geregistreerd;4;1248;1105;1690;1205;400;1000;20100908;20100908;Geen verstrekking in Open Data;16329;Ja;2;4;0;0;407;0;M1;r. op bodemplaat by voorzitting;1690;199;e3*2001/116*0217*19;AXY1A;48;0;0.05;251;Nee;Nee;Nee;2690;0;;2021;Logisch;00;Ja;2023-01-07T00:00:00.000;2021-02-05T00:00:00.000;2010-09-08T00:00:00.000;2010-09-08T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
69RKNN;Personenauto;FIAT;FIAT PANDA 4X4;20221129;20211222;hatchback;4;ZWART;Niet geregistreerd;4;1242;955;1425;1055;400;800;20050511;20050511;Geen verstrekking in Open Data;;Ja;4;4;0;0;357;0;M1;r. op bodemplaat in kofferruimte;1425;;e3*2001/116*0151*02;AXB2A;04C;0;0.04;231;Nee;Nee;Nee;2225;0;;2021;Logisch;00;Ja;2022-11-29T00:00:00.000;2021-12-22T00:00:00.000;2005-05-11T00:00:00.000;2005-05-11T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2812;;;;;;;;;;;
91LLB6;Personenauto;FIAT;FIAT PUNTO;20230315;20220331;MPV;5;ZWART;Niet geregistreerd;4;1368;1015;1600;1115;400;1000;20100519;20100519;Geen verstrekking in Open Data;17594;Nee;4;4;0;0;407;0;M1;r. op bodemplaat by voorzitting;1600;199;e3*2001/116*0217*16;BXB11;16H;0;0.05;251;Nee;Nee;Nee;2600;0;;2022;Logisch;00;Ja;2023-03-15T00:00:00.000;2022-03-31T00:00:00.000;2010-05-19T00:00:00.000;2010-05-19T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2709;;;;;;;;;;;
94DZRG;Personenauto;FIAT;FIAT SEICENTO;20230201;20211215;hatchback;5;GRIJS;Niet geregistreerd;4;1108;710;1200;810;350;400;20000125;20000125;Geen verstrekking in Open Data;;Ja;2;4;0;0;332;0;M1;r. in kofferruimte op bodemplaat;1200;;e3*96/79*0036*00;AXB1A;01;0;0.05;220;Nee;Nee;Nee;1600;0;;2021;Logisch;00;Ja;2023-02-01T00:00:00.000;2021-12-15T00:00:00.000;2000-01-25T00:00:00.000;2000-01-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1172;;;;;;;;;;;
91TLP3;Personenauto;FIAT;FIAT PANDA;20230301;20130827;MPV;4;WIT;Niet geregistreerd;4;1242;835;1305;935;400;800;20120229;20120229;Geen verstrekking in Open Data;10144;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*21;AXF1A;08C;0;0.05;230;Nee;Nee;Nee;2105;0;0;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2013-08-27T00:00:00.000;2012-02-29T00:00:00.000;2012-02-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
11PVZ4;Personenauto;FIAT;FIAT 500;20220302;20211222;hatchback;4;WIT;Niet geregistreerd;4;1242;875;1340;975;400;800;20110331;20110331;Geen verstrekking in Open Data;15294;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1340;312;e3*2007/46*0064*00;AXA11;03C;0;0.05;230;Nee;Nee;Nee;2140;0;0;2021;Logisch;00;Ja;2022-03-02T00:00:00.000;2021-12-22T00:00:00.000;2011-03-31T00:00:00.000;2011-03-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
73GSBN;Personenauto;FIAT;FIAT PUNTO;20220608;20211222;hatchback;5;GEEL;Niet geregistreerd;4;1242;835;1370;935;400;1000;20010223;20010223;Geen verstrekking in Open Data;;Ja;2;4;0;0;380;0;M1;r. op bodemplaat v. r. voorzitting;1370;;e3*98/14*0048*01;AXA1A;00G;1;0.05;246;Nee;Nee;Nee;2370;0;;2021;Logisch;00;Ja;2022-06-08T00:00:00.000;2021-12-22T00:00:00.000;2001-02-23T00:00:00.000;2001-02-23T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2107;;;;;;;;;;;
77PDH8;Personenauto;FIAT;FIAT PANDA;20230115;20210123;MPV;4;GRIJS;Niet geregistreerd;4;1242;835;1305;935;400;800;20110104;20110104;Geen verstrekking in Open Data;9635;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*17;AXF1A;08C;0;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Logisch;00;Ja;2023-01-15T00:00:00.000;2021-01-23T00:00:00.000;2011-01-04T00:00:00.000;2011-01-04T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
VZ711J;Bedrijfsauto;FIAT;FIAT DOBLO;20220826;20160831;open laadvloer;2;N.v.t.;N.v.t.;4;1248;1540;2440;1640;500;;20160826;20160826;Geen verstrekking in Open Data;28474;Ja;;4;;;;186;N1;r. voorzitting;2440;263;;;;;0.04;311;Nee;Nee;Nee;3440;;;2022;Logisch;00;Ja;2022-08-26T00:00:00.000;2016-08-31T00:00:00.000;2016-08-26T00:00:00.000;2016-08-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6972;900;;1000;0;;;;;;;
NF659N;Personenauto;FIAT;FIAT 500;20230104;20200502;hatchback;4;GRIJS;Niet geregistreerd;2;875;915;1380;1015;400;800;20170104;20170104;Geen verstrekking in Open Data;21550;Ja;3;4;0;0;361;0;M1;in kofferruimte;1380;312;e3*2007/46*0064*33;AXN11;13E;0;0.06;230;Nee;Nee;Nee;2180;0;0;2022;Logisch;00;Ja;2023-01-04T00:00:00.000;2020-05-02T00:00:00.000;2017-01-04T00:00:00.000;2017-01-04T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1270;;;;;;;;;;;
40SVFS;Personenauto;FIAT;FIAT PUNTO;20220813;20211221;hatchback;5;ROOD;Niet geregistreerd;4;1242;835;1370;935;400;1000;20040426;20060505;Geen verstrekking in Open Data;;Ja;2;4;0;0;0;0;M1;r. op bodemplaat v. r. voorzitting;1370;;e3*98/14*0048*05;AXA1A;00Y;0;0.05;246;Nee;Nee;Nee;2370;0;;2021;Geen oordeel;05;Ja;2022-08-13T00:00:00.000;2021-12-21T00:00:00.000;2004-04-26T00:00:00.000;2006-05-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1911;;;;;;;;;;;
TZB54K;Land- of bosbouwtrekker;FIAT;70-90;;20211222;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;;;19920630;20211222;Geen verstrekking in Open Data;;Nee;;;;;;;T;;;;;;;;0;;Nee;Nee;Nee;;;;;Niet geregistreerd;NG;Ja;;2021-12-22T00:00:00.000;1992-06-30T00:00:00.000;2021-12-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
05NTRL;Personenauto;FIAT;FIAT PANDA;20221216;20211217;hatchback;5;ROOD;Niet geregistreerd;4;1242;835;1305;935;400;800;20040302;20040302;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*00;AXB1A;01B;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2022-12-16T00:00:00.000;2021-12-17T00:00:00.000;2004-03-02T00:00:00.000;2004-03-02T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1688;;;;;;;;;;;
28RKZL;Personenauto;FIAT;FIAT IDEA;20230113;20210130;MPV;5;GRIJS;Niet geregistreerd;4;1368;1130;1655;1230;400;1000;20050520;20050520;Geen verstrekking in Open Data;;Ja;4;4;0;0;393;0;M1;op bodemplaat by r. voorzitting;1655;;e3*2001/116*0153*05;AXA1A;00B;0;0.06;251;Nee;Nee;Nee;2655;0;;2021;Logisch;00;Ja;2023-01-13T00:00:00.000;2021-01-30T00:00:00.000;2005-05-20T00:00:00.000;2005-05-20T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4424;;;;;;;;;;;
1STK34;Personenauto;FIAT;FIAT PUNTO;20230115;20210115;MPV;5;GRIJS;Niet geregistreerd;4;1242;1005;1590;1105;400;500;20120330;20140207;Geen verstrekking in Open Data;15267;Ja;4;4;0;0;407;0;M1;r. op bodemplaat by voorzitting;1590;199;e3*2001/116*0217*24;BXZ1A;51F;0;0.05;251;Nee;Nee;Nee;1990;0;0;2021;Geen oordeel;05;Ja;2023-01-15T00:00:00.000;2021-01-15T00:00:00.000;2012-03-30T00:00:00.000;2014-02-07T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;211;;;;0;;;;;;;
16GTB1;Personenauto;FIAT;FIAT PANDA;20220829;20211222;MPV;4;BLAUW;Niet geregistreerd;4;1242;835;1305;935;400;800;20080829;20080829;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. bodemplaat;1305;169;e3*2001/116*0151*10;AXB1A;01M;1;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Logisch;00;Ja;2022-08-29T00:00:00.000;2021-12-22T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1116;;;;;;;;;;;
20ZHFV;Personenauto;FIAT;FIAT 500;20221222;20181211;hatchback;4;ZWART;Niet geregistreerd;4;1368;905;1370;1005;500;800;20080208;20080208;Geen verstrekking in Open Data;;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1370;;e3*2001/116*0261*00;AXC1B;02;0;0.07;230;Nee;Nee;Nee;2170;0;;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2018-12-11T00:00:00.000;2008-02-08T00:00:00.000;2008-02-08T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4458;;;;;;;;;;;
63SVX8;Personenauto;FIAT;FIAT 500;20221228;20151014;hatchback;4;ZWART;Niet geregistreerd;2;875;905;1370;1005;400;800;20111219;20111219;Geen verstrekking in Open Data;15894;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1370;312;e3*2007/46*0064*04;AXG1A;08C;0;0.06;230;Nee;Nee;Nee;2170;0;0;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2015-10-14T00:00:00.000;2011-12-19T00:00:00.000;2011-12-19T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
91SVL2;Personenauto;FIAT;FIAT 500;20230125;20180119;hatchback;4;WIT;Niet geregistreerd;2;875;905;1370;1005;400;800;20111214;20111214;Geen verstrekking in Open Data;16544;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1370;312;e3*2007/46*0064*04;AXG1A;08C;0;0.06;230;Nee;Nee;Nee;2170;0;0;2021;Logisch;00;Ja;2023-01-25T00:00:00.000;2018-01-19T00:00:00.000;2011-12-14T00:00:00.000;2011-12-14T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
