kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;oplegger_geremd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;vervaldatum_tachograaf;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;vervaldatum_tachograaf_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_massa_trekken_ongeremd;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;maximum_ondersteunende_snelheid;afwijkende_maximum_snelheid;catalogusprijs;maximale_constructiesnelheid;jaar_laatste_registratie_tellerstand;hoogte_voertuig;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;bruto_bpm;maximum_trekken_massa_geremd;aantal_staanplaatsen;subcategorie_nederland
76BGG4;Bedrijfsauto;MAN;TGX;20220518;20150806;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;8393;27000;8493;20150806;20150806;Geen verstrekking in Open Data;Ja;41507;2;6;0;449;668;250;N3;r. balk by vooras;28000;L.2007.46.002;e4*2007/46*0230*20;24X04ZBBABAE3BB;W3ACB;0;0.03;395;Nee;Nee;20240210;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-05-18T00:00:00.000;2015-08-06T00:00:00.000;2015-08-06T00:00:00.000;2015-08-06T00:00:00.000;2024-02-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
BPVN11;Bedrijfsauto;MAN;TGA 26.D20 6X2 - 4 LL;20230102;20211021;veewagen;2;N.v.t.;N.v.t.;6;10518;12265;27000;12365;20050106;20050106;Geen verstrekking in Open Data;Ja;;;6;;992;1005;255;N3;tegen r. balk tussen vooras en 1e veerh.;27000;;;;;;0.02;645;Nee;Nee;20221126;Nee;50000;;Niet geregistreerd;NG;Ja;2023-01-02T00:00:00.000;2021-10-21T00:00:00.000;2005-01-06T00:00:00.000;2005-01-06T00:00:00.000;2022-11-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;14735;26025;13896;;;;;;;;;;;;;
BVPX04;Bedrijfsauto;MAN;TGX 28.480 6X2-2 BL;20221204;20190629;open wagen;2;N.v.t.;N.v.t.;6;12419;12060;28000;12375;20081204;20081204;Geen verstrekking in Open Data;Ja;;0;6;0;915;950;255;N3;r. balk by vooras;28000;TGX 3 ACHSER N3 LKW;nl*2001/116*0327*00;LU28D26766X2NBLA;E489;0;0.03;555;Nee;Nee;20190526;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-04T00:00:00.000;2019-06-29T00:00:00.000;2008-12-04T00:00:00.000;2008-12-04T00:00:00.000;2019-05-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;15940;37940;15008;;;;;;;;;;;;;
BVVZ18;Bedrijfsauto;MAN;TGX 26.360 6X2-2 BL;20230407;20200122;geconditioneerd voertuig;2;N.v.t.;N.v.t.;6;10518;11150;27000;11360;20090325;20090325;Geen verstrekking in Open Data;Ja;;0;6;0;0;1027;260;N3;r. balk by vooras;27000;TGX 3 ACHSER N3 LKW;nl*2001/116*0327*00;LU26D20666X2NBLA;E418;0;0.03;615;Nee;Nee;20230315;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-04-07T00:00:00.000;2020-01-22T00:00:00.000;2009-03-25T00:00:00.000;2009-03-25T00:00:00.000;2023-03-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;15850;;;;;;;;;;;;;;;
BXZT77;Bedrijfsauto;MAN;TGL 7.150 4X2 BB;20230212;20110216;gesloten opbouw;3;N.v.t.;N.v.t.;4;4580;4600;7490;4700;20110210;20110210;Geen verstrekking in Open Data;Ja;;;4;;;785;225;N2;r. balk by vooras;7490;;;;;;0.02;390;Nee;Nee;20130210;Nee;10990;;Niet geregistreerd;NG;Ja;2023-02-12T00:00:00.000;2011-02-16T00:00:00.000;2011-02-10T00:00:00.000;2011-02-10T00:00:00.000;2013-02-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2890;;;;;;;;;;;;;;;
80BHX4;Bedrijfsauto;MAN;TGS;20221206;20161207;betonmixer;2;N.v.t.;N.v.t.;6;10518;14110;37000;14210;20161206;20161206;Geen verstrekking in Open Data;Ja;;;8;;;900;255;N3;r. balk;37000;L.2007.46.006;;;;;0.02;570;Nee;Nee;20221127;Nee;;;Niet geregistreerd;NG;Ja;2022-12-06T00:00:00.000;2016-12-07T00:00:00.000;2016-12-06T00:00:00.000;2016-12-06T00:00:00.000;2022-11-27T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;22890;;;;;;;;;;;;;;;
BXDJ40;Bedrijfsauto;MAN;TGS 18.320 4X2 BB;20230210;20200214;afneembare bovenbouw;2;N.v.t.;N.v.t.;6;10518;10355;20500;10455;20090819;20090819;Geen verstrekking in Open Data;Ja;;;4;;650;660;255;N3;r. balk by vooras;20500;;;;;;0.02;390;Nee;Nee;20230820;Nee;50000;;Niet geregistreerd;NG;Ja;2023-02-10T00:00:00.000;2020-02-14T00:00:00.000;2009-08-19T00:00:00.000;2009-08-19T00:00:00.000;2023-08-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;10145;39645;17286;;;;;;;;;;;;;
60BFR7;Bedrijfsauto;MAN;TGX;20230317;20201214;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7683;19000;7783;20150317;20150317;Geen verstrekking in Open Data;Ja;42217;2;4;0;451;600;255;N3;r. balk by vooras;20500;L.2007.46.001;e4*2007/46*0229*18;06X04ZBBABA88AA;K1ACB;0;0.04;360;Nee;Nee;20230128;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-03-17T00:00:00.000;2020-12-14T00:00:00.000;2015-03-17T00:00:00.000;2015-03-17T00:00:00.000;2023-01-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
22BDL8;Bedrijfsauto;MAN;TGS;20221201;20210525;opleggertrekker;2;N.v.t.;N.v.t.;6;10518;6875;18600;6975;20131227;20131227;Geen verstrekking in Open Data;Ja;43125;0;4;0;440;598;250;N3;r. balk by vooras;18600;L.2007.46.001;e4*NKS*0053*04;08S04A81AA;35480000353200G7ACB;0;0.04;360;Nee;Nee;20231201;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-01T00:00:00.000;2021-05-25T00:00:00.000;2013-12-27T00:00:00.000;2013-12-27T00:00:00.000;2023-12-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
BXDB39;Bedrijfsauto;MAN;TGM 18.250 4X2 BL;20230418;20090804;gesloten opbouw;2;N.v.t.;N.v.t.;6;6871;8255;18600;8355;20090731;20090731;Geen verstrekking in Open Data;Ja;;;4;;;980;255;N3;r. balk by vooras;18600;;;;;;0.02;618;Nee;Nee;20230203;Nee;22100;;Niet geregistreerd;NG;Ja;2023-04-18T00:00:00.000;2009-08-04T00:00:00.000;2009-07-31T00:00:00.000;2009-07-31T00:00:00.000;2023-02-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;10345;;;;;;;;;;;;;;;
BDFF95;Bedrijfsauto;MAN;18.192 FA;20221201;19951010;afneembare bovenbouw;;N.v.t.;N.v.t.;6;;9260;18300;9360;19950523;19950523;Geen verstrekking in Open Data;Ja;;;4;;773;;250;N3;tegen r. balk tussen 1e veerh. en vooras;18300;;;;;;0.01;480;Nee;Nee;20050722;Nee;33000;;Niet geregistreerd;NG;Ja;2022-12-01T00:00:00.000;1995-10-10T00:00:00.000;1995-05-23T00:00:00.000;1995-05-23T00:00:00.000;2005-07-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;9040;;;;;;;;;;;;;;;
BXHF10;Bedrijfsauto;MAN;TGM 18.330 4X4 BB;20221216;20211201;brandweerwagen;7;N.v.t.;N.v.t.;6;6871;10413;18600;10513;20091216;20091216;Geen verstrekking in Open Data;Ja;;;4;;763;785;255;N3;r. balk by vooras;18600;;;;;;0.02;390;Nee;Nee;;Nee;22100;;Niet geregistreerd;NG;Ja;2022-12-16T00:00:00.000;2021-12-01T00:00:00.000;2009-12-16T00:00:00.000;2009-12-16T00:00:00.000;;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;8187;3500;3500;;;;;;;;;;;;;
18BKG8;Bedrijfsauto;MAN;TGX;20221214;20180122;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7575;20000;7675;20171214;20171214;Geen verstrekking in Open Data;Ja;42325;2;4;0;479;628;255;N3;op balk v. r.;20500;L.2007.46.001;e4*2007/46*0229*29;10X04ZBBABAG9AA;K1ACB;0;0.04;390;Nee;Nee;20231201;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-14T00:00:00.000;2018-01-22T00:00:00.000;2017-12-14T00:00:00.000;2017-12-14T00:00:00.000;2023-12-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
BXPB32;Bedrijfsauto;MAN;TGS 32.400;20230224;20100526;kipper;2;N.v.t.;N.v.t.;6;10518;15430;32000;15530;20100517;20100525;Geen verstrekking in Open Data;Ja;;;6;;;846;250;N3;r. balk;32000;;;;;;0.02;540;Nee;Nee;20240210;Nee;50000;;Niet geregistreerd;NG;Ja;2023-02-24T00:00:00.000;2010-05-26T00:00:00.000;2010-05-17T00:00:00.000;2010-05-25T00:00:00.000;2024-02-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;16570;;3500;;;;;;;;;;;;;
31BHN6;Bedrijfsauto;MAN;TGS;20220823;20160831;kipper;2;N.v.t.;N.v.t.;6;12419;17600;49000;17700;20160823;20160829;Geen verstrekking in Open Data;Ja;;;10;;;962;252;N3;r. balk v. vooras;49000;;;;;;0.02;682;Nee;Nee;20240331;Nee;;;Niet geregistreerd;NG;Ja;2022-08-23T00:00:00.000;2016-08-31T00:00:00.000;2016-08-23T00:00:00.000;2016-08-29T00:00:00.000;2024-03-31T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;31400;;;;;;;;;;;;;;;
77BST2;Bedrijfsauto;MAN;TGM 22.290 6X2-4LL;;20220325;gesloten opbouw;2;N.v.t.;N.v.t.;6;6871;8880;22000;8980;20100916;20220325;Geen verstrekking in Open Data;Ja;;;6;;;900;255;N3;;22000;N26;;;;;0.02;550;Ja;Nee;;Nee;;;Niet geregistreerd;NG;Nee;;2022-03-25T00:00:00.000;2010-09-16T00:00:00.000;2022-03-25T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;13120;;;;;;90;;;;20220322;2022-03-22T00:00:00.000;;;;
BPDP26;Bedrijfsauto;MAN;H05;20230321;20180827;opleggertrekker;;N.v.t.;N.v.t.;6;;7220;20500;7320;20040114;20040114;Geen verstrekking in Open Data;Ja;42780;;4;;440;590;250;N3;tegen r. balk tussen vooras en 1e veerh.;20500;;;;;;0.04;360;Nee;Nee;20190901;Nee;50000;;Niet geregistreerd;NG;Ja;2023-03-21T00:00:00.000;2018-08-27T00:00:00.000;2004-01-14T00:00:00.000;2004-01-14T00:00:00.000;2019-09-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
80BDL9;Bedrijfsauto;MAN;TGM;20221223;20210827;gesloten opbouw;2;N.v.t.;N.v.t.;6;6871;9025;11990;9125;20131223;20131223;Geen verstrekking in Open Data;Ja;;;4;;;885;250;N2;r. balk by vooras;11990;L.2007.46.013;;;;;0.02;473;Nee;Nee;20221125;Nee;15490;;Niet geregistreerd;NG;Ja;2022-12-23T00:00:00.000;2021-08-27T00:00:00.000;2013-12-23T00:00:00.000;2013-12-23T00:00:00.000;2022-11-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2965;;;;;;;;;;;;;;;
BJSR88;Bedrijfsauto;MAN;L24;20221202;20150521;afneembare bovenbouw;;N.v.t.;N.v.t.;4;;4820;10500;4920;20001214;20001214;Geen verstrekking in Open Data;Ja;;;4;;576;596;230;N2;tegen r. balk tussen vooras en 2e veerh.;10500;;;;;;0.02;335;Nee;Nee;20161202;Nee;18500;;Niet geregistreerd;NG;Ja;2022-12-02T00:00:00.000;2015-05-21T00:00:00.000;2000-12-14T00:00:00.000;2000-12-14T00:00:00.000;2016-12-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;5680;8000;8000;;;;;;;;;;;;;
10BKP2;Bedrijfsauto;MAN;TGL;20230301;20180302;gesloten opbouw;2;N.v.t.;N.v.t.;4;4580;6170;8600;6270;20180301;20180301;Geen verstrekking in Open Data;Ja;;;6;;;812;254;N2;r. balk by vooras;8600;L.2007.46.011;;;;;0.02;420;Nee;Nee;20240214;Nee;;;Niet geregistreerd;NG;Ja;2023-03-01T00:00:00.000;2018-03-02T00:00:00.000;2018-03-01T00:00:00.000;2018-03-01T00:00:00.000;2024-02-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2430;;;;;;;;;;;;;;;
BZBD79;Bedrijfsauto;MAN;TGL 12.220 4X2 BL EEV;20230317;20190314;bergingsvoertuig;6;N.v.t.;N.v.t.;4;4580;8175;11990;8275;20110222;20110222;Geen verstrekking in Open Data;Ja;;;4;;900;920;255;N2;r. balk by vooras;11990;;;;;;0.02;485;Nee;Nee;20230317;Nee;21000;;Niet geregistreerd;NG;Ja;2023-03-17T00:00:00.000;2019-03-14T00:00:00.000;2011-02-22T00:00:00.000;2011-02-22T00:00:00.000;2023-03-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;3815;12960;12960;;;;;;;;;;;;;
TRV27B;Land- of bosbouwtrekker;MAN;2 F 1;;20211115;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;19600630;20211115;Geen verstrekking in Open Data;Ja;;;;;;;;T;;;;;;;;0;;Nee;Nee;;Nee;;;Niet geregistreerd;NG;Ja;;2021-11-15T00:00:00.000;1960-06-30T00:00:00.000;2021-11-15T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
14BLJ3;Bedrijfsauto;MAN;TGE;20221207;20181206;straatvgr,reiniger,rioolzgr;2;N.v.t.;N.v.t.;4;1968;2305;5000;2405;20181206;20181206;Geen verstrekking in Open Data;Ja;;5;6;0;613;599;207;N2;;5000;SYN2Z;e1*2007/46*1629*02;SYBD8CDAWAV3;NM500VSHM6F6004687MPD2E9MAN;0;0.05;364;Nee;Nee;20221207;Nee;8500;0;Niet geregistreerd;NG;Ja;2022-12-07T00:00:00.000;2018-12-06T00:00:00.000;2018-12-06T00:00:00.000;2018-12-06T00:00:00.000;2022-12-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;2695;3500;3500;0;;;;;;;;;;;;
98BKR4;Bedrijfsauto;MAN;TGS;20230407;20180322;straatvgr,reiniger,rioolzgr;2;N.v.t.;N.v.t.;6;10518;15320;28000;15420;20180319;20180319;Geen verstrekking in Open Data;Ja;;;6;;;935;250;N3;r. balk by vooras;28000;L.2007.46.003;;;;;0.02;585;Nee;Nee;20230319;Nee;;;Niet geregistreerd;NG;Ja;2023-04-07T00:00:00.000;2018-03-22T00:00:00.000;2018-03-19T00:00:00.000;2018-03-19T00:00:00.000;2023-03-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;12680;;;;;;;;;;;;;;;
BLPD45;Bedrijfsauto;MAN;L20;20230211;20211113;brandweerwagen;;N.v.t.;N.v.t.;4;;4980;7490;5080;20011119;20011119;Geen verstrekking in Open Data;Nee;;;4;;;847;233;N2;tegen r. balk tussen vooras en 2e veerh.;7490;;;;;;0.02;335;Nee;Nee;;Nee;10500;;Niet geregistreerd;NG;Ja;2023-02-11T00:00:00.000;2021-11-13T00:00:00.000;2001-11-19T00:00:00.000;2001-11-19T00:00:00.000;;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2510;;;;;;;;;;;;;;;
17BSN1;Bedrijfsauto;MAN;TGX;;20220203;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;8731;27000;8831;20220203;20220203;Geen verstrekking in Open Data;Nee;41169;2;8;;450;649;255;N3;;28000;L.2007.46.002;e4*2007/46*0230*43;24K04ZBBABAZ4BB;W3ACC;0;0.04;395;Ja;Nee;20240203;Nee;50000;;Niet geregistreerd;NG;Nee;;2022-02-03T00:00:00.000;2022-02-03T00:00:00.000;2022-02-03T00:00:00.000;2024-02-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;90;;388;19169;20220201;2022-02-01T00:00:00.000;;;;
BSDD83;Bedrijfsauto;MAN;H18;20221209;20171222;open wagen;2;N.v.t.;N.v.t.;6;10518;15980;28000;16160;20060706;20060706;Geen verstrekking in Open Data;Ja;;;6;;1031;1057;255;N3;tegen r. balk tussen vooras en 1e veerh.;28000;;;;;;0.02;645;Nee;Nee;20210219;Nee;50000;;Niet geregistreerd;NG;Ja;2022-12-09T00:00:00.000;2017-12-22T00:00:00.000;2006-07-06T00:00:00.000;2006-07-06T00:00:00.000;2021-02-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;12020;34020;14493;;;;;;;;;;;;;
11BHB5;Bedrijfsauto;MAN;TGX;20230331;20181122;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7538;19000;7638;20160324;20160324;Geen verstrekking in Open Data;Ja;42362;2;4;0;451;600;250;N3;op balk v. r.;20500;L.2007.46.001;e4*2007/46*0229*22;06X04ZBBABAE2AA;K1ACB;0;0.04;360;Nee;Nee;20240331;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-03-31T00:00:00.000;2018-11-22T00:00:00.000;2016-03-24T00:00:00.000;2016-03-24T00:00:00.000;2024-03-31T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
72BLN7;Bedrijfsauto;MAN;TGS;20221201;20211126;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7100;18600;7200;20140910;20181119;Geen verstrekking in Open Data;Ja;36800;;4;;450;580;255;N3;r. balk by vooras;18600;L.2007.46.001;;;;;0.05;360;Nee;Nee;20221106;Nee;44000;;Niet geregistreerd;NG;Ja;2022-12-01T00:00:00.000;2021-11-26T00:00:00.000;2014-09-10T00:00:00.000;2018-11-19T00:00:00.000;2022-11-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
BJJG38;Bedrijfsauto;MAN;H05;20220617;20220214;opleggertrekker;;N.v.t.;N.v.t.;6;;7560;19000;7870;20000706;20000706;Geen verstrekking in Open Data;Ja;42440;;4;;449;581;250;N3;tegen r. balk tussen vooras en 1e veerh.;19000;;;;;;0.04;360;Nee;Nee;20220514;Nee;50000;;Niet geregistreerd;NG;Ja;2022-06-17T00:00:00.000;2022-02-14T00:00:00.000;2000-07-06T00:00:00.000;2000-07-06T00:00:00.000;2022-05-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
72BKH8;Bedrijfsauto;MAN;TGA 26.390 6X2-2 LL;20221228;20171228;veewagen;2;N.v.t.;N.v.t.;6;10518;14460;26000;14560;20060309;20171228;Geen verstrekking in Open Data;Ja;;;6;;1161;1175;255;N3;;26000;;;;;;0.02;725;Nee;Nee;20221102;Nee;40000;;Niet geregistreerd;NG;Ja;2022-12-28T00:00:00.000;2017-12-28T00:00:00.000;2006-03-09T00:00:00.000;2017-12-28T00:00:00.000;2022-11-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;11540;25440;24000;;;;;;;;;;;;;
