kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;oplegger_geremd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;vervaldatum_tachograaf;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;vervaldatum_tachograaf_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_massa_trekken_ongeremd;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;maximum_ondersteunende_snelheid;afwijkende_maximum_snelheid;catalogusprijs;maximale_constructiesnelheid;jaar_laatste_registratie_tellerstand;hoogte_voertuig;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;bruto_bpm;maximum_trekken_massa_geremd;aantal_staanplaatsen;subcategorie_nederland
V477PN;Bedrijfsauto;MAN;TGE;20220607;20180607;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;1989;3500;2089;20180607;20180607;Geen verstrekking in Open Data;Ja;;5;4;0;0;0;204;N1;;3500;SYN1E;e1*2007/46*1626*01;SYBB4ADAUAV3;NM350NBFM6AX002647MMC3DOMAN;0;0.05;364;Nee;Nee;;Nee;6000;0;Logisch;00;Ja;2022-06-07T00:00:00.000;2018-06-07T00:00:00.000;2018-06-07T00:00:00.000;2018-06-07T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1511;3000;3000;0;;52215;;2021;;;;;12612;;;
49BHR2;Bedrijfsauto;MAN;TGX;20221003;20220405;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7542;19000;7642;20161003;20161003;Geen verstrekking in Open Data;Ja;42358;2;4;0;454;598;250;N3;op balk v. r.;20500;L.2007.46.001;e4*2007/46*0229*24;06X04ZBBABAE2AA;K1ACB;0;0.04;360;Nee;Nee;20220921;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-10-03T00:00:00.000;2022-04-05T00:00:00.000;2016-10-03T00:00:00.000;2016-10-03T00:00:00.000;2022-09-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
80BHK5;Bedrijfsauto;MAN;TGX;20221213;20171222;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7793;20500;7893;20161202;20161202;Geen verstrekking in Open Data;Ja;42107;2;4;0;449;628;255;N3;op balk v. r.;20500;L.2007.46.001;e4*2007/46*0229*23;06X04ZBBABAE2AA;K1ACB;0;0.04;390;Nee;Nee;20221211;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-13T00:00:00.000;2017-12-22T00:00:00.000;2016-12-02T00:00:00.000;2016-12-02T00:00:00.000;2022-12-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
V705ZG;Bedrijfsauto;MAN;TGE;20220510;20191224;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2030;3000;2130;20190510;20190510;Geen verstrekking in Open Data;Ja;;5;4;0;0;0;204;N1;;3000;SYN1E;e1*2007/46*1626*08;SYBA8BDAVAV3;NM300NSFA89Q001637MMC3DOMAN;0;0.06;364;Nee;Nee;;Nee;6000;0;Logisch;00;Ja;2022-05-10T00:00:00.000;2019-12-24T00:00:00.000;2019-05-10T00:00:00.000;2019-05-10T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;970;3000;3000;0;;60935;;2019;;;;;14683;;;
V051RB;Bedrijfsauto;MAN;TGE;20220710;20180710;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2100;3500;2200;20180710;20180710;Geen verstrekking in Open Data;Ja;;5;4;0;0;0;204;N1;;3500;SYN1E;e1*2007/46*1626*06;SYBB8EDAWAV3;NM350NSHM6F6005657MMD3DOMAN;0;0.06;364;Nee;Nee;;Nee;7000;0;Logisch;00;Ja;2022-07-10T00:00:00.000;2018-07-10T00:00:00.000;2018-07-10T00:00:00.000;2018-07-10T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1400;3500;3500;0;;60951;;2021;;;;;14687;;;
63BNR6;Bedrijfsauto;MAN;TGA 32.360 8X4 BB;20230131;20190902;betonmixer;2;N.v.t.;N.v.t.;6;10518;14000;32000;14100;20080905;20190815;Geen verstrekking in Open Data;Ja;;;8;;;922;255;N3;r. balk v. vooras;32000;TGA10;;;;;0.02;572;Nee;Nee;20231217;Nee;;;Niet geregistreerd;NG;Ja;2023-01-31T00:00:00.000;2019-09-02T00:00:00.000;2008-09-05T00:00:00.000;2019-08-15T00:00:00.000;2023-12-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;18000;;;;;;;;;;;;;;;
16BJT3;Bedrijfsauto;MAN;TGX;20220808;20170808;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7821;19000;7921;20170808;20170808;Geen verstrekking in Open Data;Ja;42079;2;4;0;449;598;250;N3;op balk v. r.;20500;L.2007.46.001;e4*2007/46*0229*27;06X04ZBBABAG9AA;K1ACB;0;0.04;360;Nee;Nee;20240405;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-08-08T00:00:00.000;2017-08-08T00:00:00.000;2017-08-08T00:00:00.000;2017-08-08T00:00:00.000;2024-04-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
BTBV67;Bedrijfsauto;MAN;TGL 12.240 4X2 BL;20221218;20171030;bergingsvoertuig;5;N.v.t.;N.v.t.;6;6871;8180;11990;8330;20070627;20070627;Geen verstrekking in Open Data;Ja;;;4;;849;857;240;N2;tegen r. balk tussen vooras en 2e veerh.;11990;;;;;;0.02;450;Nee;Nee;20221218;Nee;15490;;Niet geregistreerd;NG;Ja;2022-12-18T00:00:00.000;2017-10-30T00:00:00.000;2007-06-27T00:00:00.000;2007-06-27T00:00:00.000;2022-12-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;3810;3500;3500;;;;;;;;;;;;;
76BHT4;Bedrijfsauto;MAN;TGS;20220804;20161101;betonmixer;2;N.v.t.;N.v.t.;6;12419;17920;49000;18020;20161027;20161101;Geen verstrekking in Open Data;Ja;;;14;;;1088;255;N3;r. balk by vooras;49000;L.2007.46.006;;;;;0.02;756;Nee;Nee;20220910;Nee;;;Niet geregistreerd;NG;Ja;2022-08-04T00:00:00.000;2016-11-01T00:00:00.000;2016-10-27T00:00:00.000;2016-11-01T00:00:00.000;2022-09-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;31080;;;;;;;;;;;;;;;
47BNH4;Bedrijfsauto;MAN;TGX;20220515;20190515;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;8522;27000;8622;20190515;20190515;Geen verstrekking in Open Data;Ja;41378;2;8;0;449;668;255;N3;;27000;L.2007.46.002;e4*2007/46*0230*31;24X04ZBBABAG7BB;U8ACB;0;0.04;395;Nee;Nee;20230322;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-05-15T00:00:00.000;2019-05-15T00:00:00.000;2019-05-15T00:00:00.000;2019-05-15T00:00:00.000;2023-03-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
72BJL8;Bedrijfsauto;MAN;TGX;20220511;20170511;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7727;20500;7827;20170511;20170511;Geen verstrekking in Open Data;Ja;42173;2;4;0;0;644;255;N3;op balk v. r.;21000;L.2007.46.001;e4*NKS*0053*16;06X04ZBBABAG8AA;K9ACB;0;0.04;390;Nee;Nee;20220728;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-05-11T00:00:00.000;2017-05-11T00:00:00.000;2017-05-11T00:00:00.000;2017-05-11T00:00:00.000;2022-07-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
VV43ZP;Bedrijfsauto;MAN;15.192 FL/BL-V;20230408;20181221;gesloten opbouw;;N.v.t.;N.v.t.;6;;7080;14200;7180;19930819;19930819;Geen verstrekking in Open Data;Ja;;;4;;;;240;N3;tegen r. balk tussen 1e veerh. en vooras;14200;;;;;;0.02;465;Nee;Nee;20240405;Nee;;;Niet geregistreerd;NG;Ja;2023-04-08T00:00:00.000;2018-12-21T00:00:00.000;1993-08-19T00:00:00.000;1993-08-19T00:00:00.000;2024-04-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;7120;;;;;;;;;;;;;;;
VHL51D;Bedrijfsauto;MAN;TGE;20231106;20201106;gesloten opbouw;2;N.v.t.;N.v.t.;4;1968;2402;3500;2502;20201106;20201106;Geen verstrekking in Open Data;Ja;;2;4;;;698;231;N1;;3500;SYN1E;;;;;0.04;449;Nee;Nee;;Nee;6000;;Logisch;00;Ja;2023-11-06T00:00:00.000;2020-11-06T00:00:00.000;2020-11-06T00:00:00.000;2020-11-06T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1098;3000;3000;;;48565;;2020;;;;;11745;;;
48BLK1;Bedrijfsauto;MAN;TGX;20221005;20181005;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7884;19000;7984;20181005;20181005;Geen verstrekking in Open Data;Ja;42016;2;6;0;449;600;250;N3;;19000;L.2007.46.001;e4*2007/46*0229*32;13X04ZBBABAG7AA;H2ACB;0;0.05;360;Nee;Nee;20220925;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-10-05T00:00:00.000;2018-10-05T00:00:00.000;2018-10-05T00:00:00.000;2018-10-05T00:00:00.000;2022-09-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
VHS16Z;Bedrijfsauto;MAN;TGE;20231110;20201216;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2030;3500;2130;20201110;20201216;Geen verstrekking in Open Data;Ja;;5;4;0;0;0;204;N1;r. motorruimte;3500;SYN1E;e1*2007/46*1626*17;SYBB8BDAVAV3;NM350NSFA89Q0012C4BHMC3DOMAN;0;0.06;364;Nee;Nee;;Nee;6000;0;Logisch;00;Ja;2023-11-10T00:00:00.000;2020-12-16T00:00:00.000;2020-11-10T00:00:00.000;2020-12-16T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1470;3000;3000;0;;70650;165;2022;;;;;16991;;;
72BBK2;Bedrijfsauto;MAN;TGL 12.180 4X2 BL EEV;20221216;20160205;gesloten opbouw;6;N.v.t.;N.v.t.;4;4580;7160;11990;7260;20121214;20121214;Geen verstrekking in Open Data;Ja;;;4;;821;810;253;N2;r. balk by vooras;11990;TGL;;;;;0.02;450;Nee;Nee;;Nee;15490;;Niet geregistreerd;NG;Ja;2022-12-16T00:00:00.000;2016-02-05T00:00:00.000;2012-12-14T00:00:00.000;2012-12-14T00:00:00.000;;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;4830;3500;3500;;;;;;;;;;;;;
06BHB3;Bus;MAN;LION'S COACH;20230405;20160330;bus;51;N.v.t.;N.v.t.;6;10518;13219;18600;13319;20160330;20160330;Geen verstrekking in Open Data;Ja;;;4;;;1200;255;M3;op r. balk t.p.v. vooras;19700;B.2007.46.006;e4*2007/46*0099*24;R0720BZZZZAA2AA;J0ACB;0;0.02;606;Nee;Nee;20240210;Nee;;;Niet geregistreerd;NG;Ja;2023-04-05T00:00:00.000;2016-03-30T00:00:00.000;2016-03-30T00:00:00.000;2016-03-30T00:00:00.000;2024-02-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;5381;;;;100;;;;;;;;;;;
47BLL3;Bedrijfsauto;MAN;TGX;20230101;20190101;afneembare bovenbouw;2;N.v.t.;N.v.t.;6;12419;9605;26000;9705;20190101;20190101;Geen verstrekking in Open Data;Ja;;;8;;978;1004;250;N3;;26000;L.2007.46.003;e4*2007/46*0231*32;45X02ZAAABAG9AA;S8ACB;0;0.03;615;Nee;Nee;20221203;Nee;50000;;Niet geregistreerd;NG;Ja;2023-01-01T00:00:00.000;2019-01-01T00:00:00.000;2019-01-01T00:00:00.000;2019-01-01T00:00:00.000;2022-12-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;16395;30080;24000;;;;;;;;;;;;;
V416TH;Bedrijfsauto;MAN;TGE;20221207;20181123;gesloten opbouw;2;N.v.t.;N.v.t.;4;1968;2033;3500;2133;20181123;20181123;Geen verstrekking in Open Data;Ja;;;4;;;;204;N1;;3500;SYN1E;e1*2007/46*1626*08;SYBB8BDAVAV4;NM350NBFA89Q001627MMC2EOMAN;0;0.06;364;Nee;Nee;;Nee;6000;;Logisch;00;Ja;2022-12-07T00:00:00.000;2018-11-23T00:00:00.000;2018-11-23T00:00:00.000;2018-11-23T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1467;3000;3000;;;71942;;2021;;;;;17298;;;
70BNF8;Bedrijfsauto;MAN;TGM;20230411;20190416;gecond. met temperatuurreg.;2;N.v.t.;N.v.t.;6;6871;10530;18300;10630;20190411;20190411;Geen verstrekking in Open Data;Ja;;;6;;;1010;260;N3;r. balk by vooras;18300;L.2007.46.010;;;;;0.02;578;Nee;Nee;20230311;Nee;;;Niet geregistreerd;NG;Ja;2023-04-11T00:00:00.000;2019-04-16T00:00:00.000;2019-04-11T00:00:00.000;2019-04-11T00:00:00.000;2023-03-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;7770;;;;;;;;;;;;;;;
61BNK8;Bedrijfsauto;MAN;TGS;20220606;20200708;betonmixer;2;N.v.t.;N.v.t.;6;12419;14933;41000;15033;20190606;20190606;Geen verstrekking in Open Data;Ja;;;8;;;876;255;N3;r. balk;41000;L.2007.46.006;;;;;0.02;570;Nee;Nee;20230525;Nee;;;Niet geregistreerd;NG;Ja;2022-06-06T00:00:00.000;2020-07-08T00:00:00.000;2019-06-06T00:00:00.000;2019-06-06T00:00:00.000;2023-05-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;26067;;;;;;;;;;;;;;;
88BJV8;Bedrijfsauto;MAN;TGS;20220911;20170911;opleggertrekker;2;N.v.t.;N.v.t.;6;10518;7281;19000;7381;20170911;20170911;Geen verstrekking in Open Data;Ja;42619;2;4;0;449;598;250;N3;op balk v. r.;20500;L.2007.46.001;e4*2007/46*0229*28;06S04ZBBABAG5AA;K1ACB;0;0.04;360;Nee;Nee;20230806;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-09-11T00:00:00.000;2017-09-11T00:00:00.000;2017-09-11T00:00:00.000;2017-09-11T00:00:00.000;2023-08-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
11BGN2;Bedrijfsauto;MAN;TGM;20221105;20151109;voor vervoer voertuigen;2;N.v.t.;N.v.t.;6;6871;11035;19000;11135;20151105;20151105;Geen verstrekking in Open Data;Ja;;;4;;883;1083;255;N3;r. balk by vooras;19000;L.2007.46.010;;;;;0.02;578;Nee;Nee;20230913;Nee;33000;;Niet geregistreerd;NG;Ja;2022-11-05T00:00:00.000;2015-11-09T00:00:00.000;2015-11-05T00:00:00.000;2015-11-05T00:00:00.000;2023-09-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;7965;19853;16000;;;;;;;;;;;;;
88BLF7;Bedrijfsauto;MAN;TGX;20220531;20181005;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7811;19000;7911;20181005;20181005;Geen verstrekking in Open Data;Ja;42089;2;6;0;449;598;250;N3;;20500;L.2007.46.001;e4*2007/46*0229*31;06X04ZBBABAG9AA;K1ACB;0;0.04;360;Nee;Nee;20220818;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-05-31T00:00:00.000;2018-10-05T00:00:00.000;2018-10-05T00:00:00.000;2018-10-05T00:00:00.000;2022-08-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
14BJT5;Bedrijfsauto;MAN;TGX;20220818;20170825;gesloten opbouw;4;N.v.t.;N.v.t.;6;12419;9635;19000;9735;20170818;20170818;Geen verstrekking in Open Data;Ja;;;4;;880;906;250;N3;r. balk by vooras;19000;L.2007.46.001;;;;;0.03;480;Nee;Nee;20230805;Nee;49080;;Niet geregistreerd;NG;Ja;2022-08-18T00:00:00.000;2017-08-25T00:00:00.000;2017-08-18T00:00:00.000;2017-08-18T00:00:00.000;2023-08-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;9365;30080;18000;;;;;;;;;;;;;
BXXB39;Bedrijfsauto;MAN;TGS 26.320 6X2-4 BL EEV;20221217;20200703;vuilniswagen;2;N.v.t.;N.v.t.;6;10518;12800;27000;12900;20101209;20101209;Geen verstrekking in Open Data;Ja;;;6;;;920;255;N3;r. balk by vooras;27000;;;;;;0.02;555;Nee;Nee;20181201;Nee;50000;;Niet geregistreerd;NG;Ja;2022-12-17T00:00:00.000;2020-07-03T00:00:00.000;2010-12-09T00:00:00.000;2010-12-09T00:00:00.000;2018-12-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;14200;;;;;;;;;;;;;;;
13BKB1;Bedrijfsauto;MAN;TGS;20220823;20171025;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7266;19000;7366;20171025;20171025;Geen verstrekking in Open Data;Ja;42634;2;4;0;449;598;250;N3;op balk v. r.;20100;L.2007.46.001;e4*2007/46*0229*28;06S04ZBBABAG9AA;J6ACB;0;0.04;360;Nee;Nee;20230824;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-08-23T00:00:00.000;2017-10-25T00:00:00.000;2017-10-25T00:00:00.000;2017-10-25T00:00:00.000;2023-08-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
V232RK;Bedrijfsauto;MAN;TGE;20220809;20180809;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;1989;3500;2089;20180809;20180809;Geen verstrekking in Open Data;Ja;;5;4;0;0;0;204;N1;;3500;SYN1E;e1*2007/46*1626*01;SYBB4ADAUAV3;NM350NBFM6AX002647MMC3DOMAN;0;0.05;364;Nee;Nee;;Nee;6000;0;Logisch;00;Ja;2022-08-09T00:00:00.000;2018-08-09T00:00:00.000;2018-08-09T00:00:00.000;2018-08-09T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1511;3000;3000;0;;52096;;2021;;;;;12583;;;
BTNX80;Bus;MAN;A72;20221221;20170823;bus;52;N.v.t.;N.v.t.;6;6871;12610;18000;12790;20010801;20071211;Geen verstrekking in Open Data;Ja;;;4;;;1200;255;M3;r. balk by vooras;18000;;;;;;0.02;575;Nee;Nee;20231209;Nee;18000;;Niet geregistreerd;NG;Ja;2022-12-21T00:00:00.000;2017-08-23T00:00:00.000;2001-08-01T00:00:00.000;2007-12-11T00:00:00.000;2023-12-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;5390;;;;;;;;;;;;;;28;
20BHD1;Bedrijfsauto;MAN;TGX;20221105;20201106;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;8463;27000;8563;20160331;20160331;Geen verstrekking in Open Data;Ja;41437;2;6;0;457;668;250;N3;op balk v. r.;27000;L.2007.46.002;e4*NKS*0076*10;24X04ZBBABAE2BB;U8ACB;0;0.04;395;Nee;Nee;20220424;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-11-05T00:00:00.000;2020-11-06T00:00:00.000;2016-03-31T00:00:00.000;2016-03-31T00:00:00.000;2022-04-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
